hw_cpu_arch,hw_cpu_mhz,hw_num_cpus,hw_page_sz,hw_ram_sz,check,preset,extreme,sparse,PERF
i686,1733,2,4096,1813636,crc32,PRESET0,1,0,91.144
i686,1733,2,4096,1813636,crc32,PRESET0,0,1,10.452
i686,1733,2,4096,1813636,crc32,PRESET0,0,0,10.46
i686,1733,2,4096,1813636,crc32,PRESET1,1,1,103.554
i686,1733,2,4096,1813636,crc32,PRESET1,1,0,103.512
i686,1733,2,4096,1813636,crc32,PRESET1,0,1,14.226
i686,1733,2,4096,1813636,crc32,PRESET1,0,0,14.224
i686,1733,2,4096,1813636,crc32,PRESET2,1,1,108.824
i686,1733,2,4096,1813636,crc32,PRESET2,1,0,108.706
i686,1733,2,4096,1813636,none,PRESET1,1,0,103.344
i686,1733,2,4096,1813636,crc32,PRESET2,0,1,18.348
i686,1733,2,4096,1813636,crc32,PRESET2,0,0,18.364
i686,1733,2,4096,1813636,crc32,PRESET3,1,1,105.634
i686,1733,2,4096,1813636,crc32,PRESET3,1,0,105.69
i686,1733,2,4096,1813636,crc32,PRESET3,0,1,23.54
i686,1733,2,4096,1813636,crc32,PRESET3,0,0,23.534
i686,1733,2,4096,1813636,crc32,PRESET4,1,1,112.99
i686,1733,2,4096,1813636,crc32,PRESET4,1,0,112.892
i686,1733,2,4096,1813636,crc32,PRESET4,0,1,34.134
i686,1733,2,4096,1813636,crc32,PRESET4,0,0,34.098
i686,1733,2,4096,1813636,none,PRESET1,0,1,14.138
i686,1733,2,4096,1813636,crc32,PRESET5,1,1,108.326
i686,1733,2,4096,1813636,crc32,PRESET5,1,0,108.344
i686,1733,2,4096,1813636,crc32,PRESET5,0,1,42.988
i686,1733,2,4096,1813636,crc32,PRESET5,0,0,43.012
i686,1733,2,4096,1813636,crc32,PRESET6,1,1,117.852
i686,1733,2,4096,1813636,crc32,PRESET6,1,0,117.804
i686,1733,2,4096,1813636,crc32,PRESET6,0,1,54.282
i686,1733,2,4096,1813636,crc32,PRESET6,0,0,54.296
i686,1733,2,4096,1813636,crc32,PRESET7,1,1,120.396
i686,1733,2,4096,1813636,crc32,PRESET7,1,0,120.388
i686,1733,2,4096,1813636,none,PRESET1,0,0,14.136
i686,1733,2,4096,1813636,crc32,PRESET7,0,1,54.828
i686,1733,2,4096,1813636,crc32,PRESET7,0,0,54.79
i686,1733,2,4096,1813636,crc32,PRESET8,1,1,120.86
i686,1733,2,4096,1813636,crc32,PRESET8,1,0,120.866
i686,1733,2,4096,1813636,crc32,PRESET8,0,1,55.348
i686,1733,2,4096,1813636,crc32,PRESET8,0,0,55.33
i686,1733,2,4096,1813636,crc32,PRESET9,1,1,121.592
i686,1733,2,4096,1813636,crc32,PRESET9,1,0,121.644
i686,1733,2,4096,1813636,crc32,PRESET9,0,1,56.018
i686,1733,2,4096,1813636,crc32,PRESET9,0,0,56.014
i686,1733,2,4096,1813636,none,PRESET2,1,1,108.548
i686,1733,2,4096,1813636,crc64,PRESET0,1,1,91.202
i686,1733,2,4096,1813636,crc64,PRESET0,1,0,91.188
i686,1733,2,4096,1813636,crc64,PRESET0,0,1,10.542
i686,1733,2,4096,1813636,crc64,PRESET0,0,0,10.526
i686,1733,2,4096,1813636,crc64,PRESET1,1,1,103.646
i686,1733,2,4096,1813636,crc64,PRESET1,1,0,103.588
i686,1733,2,4096,1813636,crc64,PRESET1,0,1,14.294
i686,1733,2,4096,1813636,crc64,PRESET1,0,0,14.284
i686,1733,2,4096,1813636,crc64,PRESET2,1,1,108.762
i686,1733,2,4096,1813636,crc64,PRESET2,1,0,108.746
i686,1733,2,4096,1813636,none,PRESET2,1,0,108.606
i686,1733,2,4096,1813636,crc64,PRESET2,0,1,18.424
i686,1733,2,4096,1813636,crc64,PRESET2,0,0,18.428
i686,1733,2,4096,1813636,crc64,PRESET3,1,1,105.684
i686,1733,2,4096,1813636,crc64,PRESET3,1,0,105.686
i686,1733,2,4096,1813636,crc64,PRESET3,0,1,23.60
i686,1733,2,4096,1813636,crc64,PRESET3,0,0,23.606
i686,1733,2,4096,1813636,crc64,PRESET4,1,1,113.17
i686,1733,2,4096,1813636,crc64,PRESET4,1,0,113.036
i686,1733,2,4096,1813636,crc64,PRESET4,0,1,34.20
i686,1733,2,4096,1813636,crc64,PRESET4,0,0,34.214
i686,2992,2,4096,2072552,none,PRESET0,1,1,66.494
i686,2992,2,4096,2072552,none,PRESET0,1,0,66.424
i686,2992,2,4096,2072552,none,PRESET2,0,1,16.436
i686,2992,2,4096,2072552,crc64,PRESET5,1,1,81.926
i686,2992,2,4096,2072552,crc64,PRESET5,1,0,81.954
i686,2992,2,4096,2072552,crc64,PRESET5,0,1,36.036
i686,2992,2,4096,2072552,crc64,PRESET5,0,0,36.07
i686,2992,2,4096,2072552,crc64,PRESET6,1,1,88.798
i686,2992,2,4096,2072552,crc64,PRESET6,1,0,88.664
i686,2992,2,4096,2072552,crc64,PRESET6,0,1,44.22
i686,2992,2,4096,2072552,crc64,PRESET6,0,0,44.264
i686,2992,2,4096,2072552,crc64,PRESET7,1,1,91.542
i686,2992,2,4096,2072552,crc64,PRESET7,1,0,91.382
i686,2992,2,4096,2072552,none,PRESET2,0,0,16.468
i686,2992,2,4096,2072552,crc64,PRESET7,0,1,44.716
i686,2992,2,4096,2072552,crc64,PRESET7,0,0,44.752
i686,2992,2,4096,2072552,crc64,PRESET8,1,1,92.504
i686,2992,2,4096,2072552,crc64,PRESET8,1,0,92.56
i686,2992,2,4096,2072552,crc64,PRESET8,0,1,45.438
i686,2992,2,4096,2072552,crc64,PRESET8,0,0,45.318
i686,2992,2,4096,2072552,crc64,PRESET9,1,1,93.362
i686,2992,2,4096,2072552,crc64,PRESET9,1,0,93.514
i686,2992,2,4096,2072552,crc64,PRESET9,0,1,46.212
i686,2992,2,4096,2072552,crc64,PRESET9,0,0,46.694
i686,2992,2,4096,2072552,none,PRESET3,1,1,79.39
i686,2992,2,4096,2072552,sha256,PRESET0,1,1,67.304
i686,2992,2,4096,2072552,sha256,PRESET0,1,0,67.336
i686,2992,2,4096,2072552,sha256,PRESET0,0,1,9.968
i686,2992,2,4096,2072552,sha256,PRESET0,0,0,9.96
i686,2992,2,4096,2072552,sha256,PRESET1,1,1,77.222
i686,2992,2,4096,2072552,sha256,PRESET1,1,0,77.288
i686,2992,2,4096,2072552,sha256,PRESET1,0,1,13.50
i686,2992,2,4096,2072552,sha256,PRESET1,0,0,13.46
i686,2992,2,4096,2072552,sha256,PRESET2,1,1,81.514
i686,2992,2,4096,2072552,sha256,PRESET2,1,0,81.444
i686,2992,2,4096,2072552,none,PRESET3,1,0,79.64
i686,2992,2,4096,2072552,sha256,PRESET2,0,1,17.27
i686,2992,2,4096,2072552,sha256,PRESET2,0,0,17.294
i686,2992,2,4096,2072552,sha256,PRESET3,1,1,80.344
i686,2992,2,4096,2072552,sha256,PRESET3,1,0,80.946
i686,2992,2,4096,2072552,sha256,PRESET3,0,1,22.188
i686,2992,2,4096,2072552,sha256,PRESET3,0,0,22.192
i686,2992,2,4096,2072552,sha256,PRESET4,1,1,85.384
i686,2992,2,4096,2072552,sha256,PRESET4,1,0,85.164
i686,2992,2,4096,2072552,sha256,PRESET4,0,1,30.462
i686,2992,2,4096,2072552,sha256,PRESET4,0,0,30.482
i686,2992,2,4096,2072552,none,PRESET3,0,1,21.358
i686,2992,2,4096,2072552,sha256,PRESET5,1,1,82.618
i686,2992,2,4096,2072552,sha256,PRESET5,1,0,82.724
i686,2992,2,4096,2072552,sha256,PRESET5,0,1,36.728
i686,2992,2,4096,2072552,sha256,PRESET5,0,0,36.736
i686,2992,2,4096,2072552,sha256,PRESET6,1,1,89.46
i686,2992,2,4096,2072552,sha256,PRESET6,1,0,89.434
i686,2992,2,4096,2072552,sha256,PRESET6,0,1,45.004
i686,2992,2,4096,2072552,sha256,PRESET6,0,0,45.004
i686,2992,2,4096,2072552,sha256,PRESET7,1,1,92.18
i686,2992,2,4096,2072552,sha256,PRESET7,1,0,92.322
i686,2992,2,4096,2072552,none,PRESET3,0,0,21.352
i686,2992,2,4096,2072552,sha256,PRESET7,0,1,45.542
i686,2992,2,4096,2072552,sha256,PRESET7,0,0,45.382
i686,2992,2,4096,2072552,sha256,PRESET8,1,1,93.306
i686,2992,2,4096,2072552,sha256,PRESET8,1,0,93.49
i686,2992,2,4096,2072552,sha256,PRESET8,0,1,46.37
i686,2992,2,4096,2072552,sha256,PRESET8,0,0,46.054
i686,2992,2,4096,2072552,sha256,PRESET9,1,1,94.128
i686,2992,2,4096,2072552,sha256,PRESET9,1,0,94.21
i686,2992,2,4096,2072552,sha256,PRESET9,0,1,46.924
i686,2992,2,4096,2072552,sha256,PRESET9,0,0,46.904
i686,2992,2,4096,2072552,none,PRESET4,1,1,84.426
i686,2992,2,4096,2072552,none,PRESET4,1,0,84.248
i686,2992,2,4096,2072552,none,PRESET4,0,1,29.584
i686,2992,2,4096,2072552,none,PRESET4,0,0,29.616
i686,2992,2,4096,2072552,none,PRESET0,0,1,9.162
i686,2992,2,4096,2072552,none,PRESET5,1,1,81.906
i686,2992,2,4096,2072552,none,PRESET5,1,0,81.72
i686,2992,2,4096,2072552,none,PRESET5,0,1,35.956
i686,2992,2,4096,2072552,none,PRESET5,0,0,35.96
i686,2992,2,4096,2072552,none,PRESET6,1,1,88.634
i686,2992,2,4096,2072552,none,PRESET6,1,0,88.63
i686,2992,2,4096,2072552,none,PRESET6,0,1,44.158
i686,2992,2,4096,2072552,none,PRESET6,0,0,44.288
i686,2992,2,4096,2072552,none,PRESET7,1,1,91.332
i686,2992,2,4096,2072552,none,PRESET7,1,0,91.426
i686,2992,2,4096,2072552,none,PRESET0,0,0,9.218
i686,2992,2,4096,2072552,none,PRESET7,0,1,44.60
i686,2992,2,4096,2072552,none,PRESET7,0,0,44.624
i686,2992,2,4096,2072552,none,PRESET8,1,1,92.198
i686,2992,2,4096,2072552,none,PRESET8,1,0,92.284
i686,2992,2,4096,2072552,none,PRESET8,0,1,45.236
i686,2992,2,4096,2072552,none,PRESET8,0,0,45.26
i686,2992,2,4096,2072552,none,PRESET9,1,1,93.14
i686,2992,2,4096,2072552,none,PRESET9,1,0,93.326
i686,2992,2,4096,2072552,none,PRESET9,0,1,46.066
i686,2992,2,4096,2072552,none,PRESET9,0,0,46.168
i686,2992,2,4096,2072552,none,PRESET1,1,1,76.348
i686,2992,2,4096,2072552,crc32,PRESET0,1,1,66.626
i686,2992,2,4096,2072552,crc32,PRESET0,1,0,66.608
i686,2992,2,4096,2072552,crc32,PRESET0,0,1,9.268
i686,2992,2,4096,2072552,crc32,PRESET0,0,0,9.21
i686,2992,2,4096,2072552,crc32,PRESET1,1,1,76.426
i686,2992,2,4096,2072552,crc32,PRESET1,1,0,76.472
i686,2992,2,4096,2072552,crc32,PRESET1,0,1,12.688
i686,2992,2,4096,2072552,crc32,PRESET1,0,0,12.72
i686,2992,2,4096,2072552,crc32,PRESET2,1,1,80.774
i686,2992,2,4096,2072552,crc32,PRESET2,1,0,80.754
i686,2992,2,4096,2072552,none,PRESET1,1,0,76.438
i686,2992,2,4096,2072552,crc32,PRESET2,0,1,16.484
i686,2992,2,4096,2072552,crc32,PRESET2,0,0,16.516
i686,2992,2,4096,2072552,crc32,PRESET3,1,1,79.536
i686,2992,2,4096,2072552,crc32,PRESET3,1,0,79.39
i686,2992,2,4096,2072552,crc32,PRESET3,0,1,21.402
i686,2992,2,4096,2072552,crc32,PRESET3,0,0,21.39
i686,2992,2,4096,2072552,crc32,PRESET4,1,1,84.416
i686,2992,2,4096,2072552,crc32,PRESET4,1,0,84.296
i686,2992,2,4096,2072552,crc32,PRESET4,0,1,29.674
i686,2992,2,4096,2072552,crc32,PRESET4,0,0,29.708
i686,2992,2,4096,2072552,none,PRESET1,0,1,12.658
i686,2992,2,4096,2072552,crc32,PRESET5,1,1,81.922
i686,2992,2,4096,2072552,crc32,PRESET5,1,0,81.884
i686,2992,2,4096,2072552,crc32,PRESET5,0,1,35.964
i686,2992,2,4096,2072552,crc32,PRESET5,0,0,36.014
i686,2992,2,4096,2072552,crc32,PRESET6,1,1,88.556
i686,2992,2,4096,2072552,crc32,PRESET6,1,0,88.722
i686,2992,2,4096,2072552,crc32,PRESET6,0,1,44.188
i686,2992,2,4096,2072552,crc32,PRESET6,0,0,44.224
i686,2992,2,4096,2072552,crc32,PRESET7,1,1,91.384
i686,2992,2,4096,2072552,crc32,PRESET7,1,0,91.428
i686,2992,2,4096,2072552,none,PRESET1,0,0,12.642
i686,2992,2,4096,2072552,crc32,PRESET7,0,1,44.656
i686,2992,2,4096,2072552,crc32,PRESET7,0,0,44.606
i686,2992,2,4096,2072552,crc32,PRESET8,1,1,92.442
i686,2992,2,4096,2072552,crc32,PRESET8,1,0,93.224
i686,2992,2,4096,2072552,crc32,PRESET8,0,1,45.366
i686,2992,2,4096,2072552,crc32,PRESET8,0,0,45.328
i686,2992,2,4096,2072552,crc32,PRESET9,1,1,93.36
i686,2992,2,4096,2072552,crc32,PRESET9,1,0,93.456
i686,2992,2,4096,2072552,crc32,PRESET9,0,1,46.106
i686,2992,2,4096,2072552,crc32,PRESET9,0,0,46.106
i686,2992,2,4096,2072552,none,PRESET2,1,1,80.682
i686,2992,2,4096,2072552,crc64,PRESET0,1,1,66.608
i686,2992,2,4096,2072552,crc64,PRESET0,1,0,66.466
i686,2992,2,4096,2072552,crc64,PRESET0,0,1,9.228
i686,2992,2,4096,2072552,crc64,PRESET0,0,0,9.248
i686,2992,2,4096,2072552,crc64,PRESET1,1,1,76.432
i686,2992,2,4096,2072552,crc64,PRESET1,1,0,76.368
i686,2992,2,4096,2072552,crc64,PRESET1,0,1,12.75
i686,2992,2,4096,2072552,crc64,PRESET1,0,0,12.738
i686,2992,2,4096,2072552,crc64,PRESET2,1,1,80.71
i686,2992,2,4096,2072552,crc64,PRESET2,1,0,80.668
i686,2992,2,4096,2072552,none,PRESET2,1,0,80.944
i686,2992,2,4096,2072552,crc64,PRESET2,0,1,16.546
i686,2992,2,4096,2072552,crc64,PRESET2,0,0,16.582
i686,2992,2,4096,2072552,crc64,PRESET3,1,1,79.496
i686,2992,2,4096,2072552,crc64,PRESET3,1,0,79.48
i686,2992,2,4096,2072552,crc64,PRESET3,0,1,21.514
i686,2992,2,4096,2072552,crc64,PRESET3,0,0,21.46
i686,2992,2,4096,2072552,crc64,PRESET4,1,1,84.578
i686,2992,2,4096,2072552,crc64,PRESET4,1,0,84.388
i686,2992,2,4096,2072552,crc64,PRESET4,0,1,29.768
i686,2992,2,4096,2072552,crc64,PRESET4,0,0,29.746
i686,3200,2,4096,1000436,none,PRESET0,1,1,63.778
i686,3200,2,4096,1000436,none,PRESET0,1,0,63.734
i686,3200,2,4096,1000436,none,PRESET2,0,1,17.246
i686,3200,2,4096,1000436,crc64,PRESET5,1,1,80.578
i686,3200,2,4096,1000436,crc64,PRESET5,1,0,80.678
i686,3200,2,4096,1000436,crc64,PRESET5,0,1,36.538
i686,3200,2,4096,1000436,crc64,PRESET5,0,0,36.534
i686,3200,2,4096,1000436,crc64,PRESET6,1,1,87.244
i686,3200,2,4096,1000436,crc64,PRESET6,1,0,87.306
i686,3200,2,4096,1000436,crc64,PRESET6,0,1,44.506
i686,3200,2,4096,1000436,crc64,PRESET6,0,0,44.49
i686,3200,2,4096,1000436,crc64,PRESET7,1,1,90.36
i686,3200,2,4096,1000436,crc64,PRESET7,1,0,90.316
i686,3200,2,4096,1000436,none,PRESET2,0,0,17.26
i686,3200,2,4096,1000436,crc64,PRESET7,0,1,45.07
i686,3200,2,4096,1000436,crc64,PRESET7,0,0,45.086
i686,3200,2,4096,1000436,crc64,PRESET8,1,1,91.338
i686,3200,2,4096,1000436,crc64,PRESET8,1,0,91.306
i686,3200,2,4096,1000436,crc64,PRESET8,0,1,45.67
i686,3200,2,4096,1000436,crc64,PRESET8,0,0,45.58
i686,3200,2,4096,1000436,crc64,PRESET9,1,1,92.122
i686,3200,2,4096,1000436,crc64,PRESET9,1,0,92.222
i686,3200,2,4096,1000436,crc64,PRESET9,0,1,46.442
i686,3200,2,4096,1000436,crc64,PRESET9,0,0,46.474
i686,3200,2,4096,1000436,none,PRESET3,1,1,77.994
i686,3200,2,4096,1000436,sha256,PRESET0,1,1,64.342
i686,3200,2,4096,1000436,sha256,PRESET0,1,0,64.324
i686,3200,2,4096,1000436,sha256,PRESET0,0,1,9.742
i686,3200,2,4096,1000436,sha256,PRESET0,0,0,9.742
i686,3200,2,4096,1000436,sha256,PRESET1,1,1,74.938
i686,3200,2,4096,1000436,sha256,PRESET1,1,0,74.964
i686,3200,2,4096,1000436,sha256,PRESET1,0,1,13.866
i686,3200,2,4096,1000436,sha256,PRESET1,0,0,13.808
i686,3200,2,4096,1000436,sha256,PRESET2,1,1,79.538
i686,3200,2,4096,1000436,sha256,PRESET2,1,0,79.542
i686,3200,2,4096,1000436,none,PRESET3,1,0,77.808
i686,3200,2,4096,1000436,sha256,PRESET2,0,1,18.046
i686,3200,2,4096,1000436,sha256,PRESET2,0,0,18.046
i686,3200,2,4096,1000436,sha256,PRESET3,1,1,78.64
i686,3200,2,4096,1000436,sha256,PRESET3,1,0,78.826
i686,3200,2,4096,1000436,sha256,PRESET3,0,1,23.46
i686,3200,2,4096,1000436,sha256,PRESET3,0,0,23.40
i686,3200,2,4096,1000436,sha256,PRESET4,1,1,83.452
i686,3200,2,4096,1000436,sha256,PRESET4,1,0,83.406
i686,3200,2,4096,1000436,sha256,PRESET4,0,1,30.90
i686,3200,2,4096,1000436,sha256,PRESET4,0,0,30.934
i686,3200,2,4096,1000436,none,PRESET3,0,1,22.65
i686,3200,2,4096,1000436,sha256,PRESET5,1,1,81.278
i686,3200,2,4096,1000436,sha256,PRESET5,1,0,81.142
i686,3200,2,4096,1000436,sha256,PRESET5,0,1,37.114
i686,3200,2,4096,1000436,sha256,PRESET5,0,0,37.196
i686,3200,2,4096,1000436,sha256,PRESET6,1,1,87.862
i686,3200,2,4096,1000436,sha256,PRESET6,1,0,87.674
i686,3200,2,4096,1000436,sha256,PRESET6,0,1,45.142
i686,3200,2,4096,1000436,sha256,PRESET6,0,0,45.144
i686,3200,2,4096,1000436,sha256,PRESET7,1,1,90.842
i686,3200,2,4096,1000436,sha256,PRESET7,1,0,90.88
i686,3200,2,4096,1000436,none,PRESET3,0,0,22.654
i686,3200,2,4096,1000436,sha256,PRESET7,0,1,45.746
i686,3200,2,4096,1000436,sha256,PRESET7,0,0,45.712
i686,3200,2,4096,1000436,sha256,PRESET8,1,1,91.884
i686,3200,2,4096,1000436,sha256,PRESET8,1,0,91.792
i686,3200,2,4096,1000436,sha256,PRESET8,0,1,46.178
i686,3200,2,4096,1000436,sha256,PRESET8,0,0,46.288
i686,3200,2,4096,1000436,sha256,PRESET9,1,1,92.842
i686,3200,2,4096,1000436,sha256,PRESET9,1,0,92.772
i686,3200,2,4096,1000436,sha256,PRESET9,0,1,47.158
i686,3200,2,4096,1000436,sha256,PRESET9,0,0,47.126
i686,3200,2,4096,1000436,none,PRESET4,1,1,82.748
i686,3200,2,4096,1000436,none,PRESET4,1,0,82.726
i686,3200,2,4096,1000436,none,PRESET4,0,1,30.168
i686,3200,2,4096,1000436,none,PRESET4,0,0,30.204
i686,3200,2,4096,1000436,none,PRESET0,0,1,8.97
i686,3200,2,4096,1000436,none,PRESET5,1,1,80.442
i686,3200,2,4096,1000436,none,PRESET5,1,0,80.614
i686,3200,2,4096,1000436,none,PRESET5,0,1,36.384
i686,3200,2,4096,1000436,none,PRESET5,0,0,36.43
i686,3200,2,4096,1000436,none,PRESET6,1,1,87.14
i686,3200,2,4096,1000436,none,PRESET6,1,0,87.054
i686,3200,2,4096,1000436,none,PRESET6,0,1,44.364
i686,3200,2,4096,1000436,none,PRESET6,0,0,44.464
i686,3200,2,4096,1000436,none,PRESET7,1,1,90.052
i686,3200,2,4096,1000436,none,PRESET7,1,0,90.176
i686,3200,2,4096,1000436,none,PRESET0,0,0,8.976
i686,3200,2,4096,1000436,none,PRESET7,0,1,44.976
i686,3200,2,4096,1000436,none,PRESET7,0,0,44.928
i686,3200,2,4096,1000436,none,PRESET8,1,1,91.034
i686,3200,2,4096,1000436,none,PRESET8,1,0,91.158
i686,3200,2,4096,1000436,none,PRESET8,0,1,45.56
i686,3200,2,4096,1000436,none,PRESET8,0,0,45.536
i686,3200,2,4096,1000436,none,PRESET9,1,1,92.098
i686,3200,2,4096,1000436,none,PRESET9,1,0,92.058
i686,3200,2,4096,1000436,none,PRESET9,0,1,46.446
i686,3200,2,4096,1000436,none,PRESET9,0,0,46.348
i686,3200,2,4096,1000436,none,PRESET1,1,1,74.202
i686,3200,2,4096,1000436,crc32,PRESET0,1,1,63.73
i686,3200,2,4096,1000436,crc32,PRESET0,1,0,63.882
i686,3200,2,4096,1000436,crc32,PRESET0,0,1,9.00
i686,3200,2,4096,1000436,crc32,PRESET0,0,0,9.024
i686,3200,2,4096,1000436,crc32,PRESET1,1,1,74.19
i686,3200,2,4096,1000436,crc32,PRESET1,1,0,74.206
i686,3200,2,4096,1000436,crc32,PRESET1,0,1,13.112
i686,3200,2,4096,1000436,crc32,PRESET1,0,0,13.094
i686,3200,2,4096,1000436,crc32,PRESET2,1,1,78.836
i686,3200,2,4096,1000436,crc32,PRESET2,1,0,78.80
i686,3200,2,4096,1000436,none,PRESET1,1,0,74.276
i686,3200,2,4096,1000436,crc32,PRESET2,0,1,17.324
i686,3200,2,4096,1000436,crc32,PRESET2,0,0,17.284
i686,3200,2,4096,1000436,crc32,PRESET3,1,1,77.984
i686,3200,2,4096,1000436,crc32,PRESET3,1,0,77.918
i686,3200,2,4096,1000436,crc32,PRESET3,0,1,22.728
i686,3200,2,4096,1000436,crc32,PRESET3,0,0,22.68
i686,3200,2,4096,1000436,crc32,PRESET4,1,1,84.708
i686,3200,2,4096,1000436,crc32,PRESET4,1,0,83.408
i686,3200,2,4096,1000436,crc32,PRESET4,0,1,30.244
i686,3200,2,4096,1000436,crc32,PRESET4,0,0,30.19
i686,3200,2,4096,1000436,none,PRESET1,0,1,13.04
i686,3200,2,4096,1000436,crc32,PRESET5,1,1,80.39
i686,3200,2,4096,1000436,crc32,PRESET5,1,0,80.358
i686,3200,2,4096,1000436,crc32,PRESET5,0,1,36.406
i686,3200,2,4096,1000436,crc32,PRESET5,0,0,36.454
i686,3200,2,4096,1000436,crc32,PRESET6,1,1,87.124
i686,3200,2,4096,1000436,crc32,PRESET6,1,0,87.178
i686,3200,2,4096,1000436,crc32,PRESET6,0,1,44.436
i686,3200,2,4096,1000436,crc32,PRESET6,0,0,44.398
i686,3200,2,4096,1000436,crc32,PRESET7,1,1,91.076
i686,3200,2,4096,1000436,crc32,PRESET7,1,0,90.156
i686,3200,2,4096,1000436,none,PRESET1,0,0,13.028
i686,3200,2,4096,1000436,crc32,PRESET7,0,1,45.088
i686,3200,2,4096,1000436,crc32,PRESET7,0,0,45.15
i686,3200,2,4096,1000436,crc32,PRESET8,1,1,91.264
i686,3200,2,4096,1000436,crc32,PRESET8,1,0,91.12
i686,3200,2,4096,1000436,crc32,PRESET8,0,1,45.576
i686,3200,2,4096,1000436,crc32,PRESET8,0,0,45.558
i686,3200,2,4096,1000436,crc32,PRESET9,1,1,92.15
i686,3200,2,4096,1000436,crc32,PRESET9,1,0,92.07
i686,3200,2,4096,1000436,crc32,PRESET9,0,1,46.434
i686,3200,2,4096,1000436,crc32,PRESET9,0,0,46.434
i686,3200,2,4096,1000436,none,PRESET2,1,1,78.712
i686,3200,2,4096,1000436,crc64,PRESET0,1,1,63.86
i686,3200,2,4096,1000436,crc64,PRESET0,1,0,63.936
i686,3200,2,4096,1000436,crc64,PRESET0,0,1,9.234
i686,3200,2,4096,1000436,crc64,PRESET0,0,0,9.102
i686,3200,2,4096,1000436,crc64,PRESET1,1,1,74.28
i686,3200,2,4096,1000436,crc64,PRESET1,1,0,74.276
i686,3200,2,4096,1000436,crc64,PRESET1,0,1,13.154
i686,3200,2,4096,1000436,crc64,PRESET1,0,0,13.138
i686,3200,2,4096,1000436,crc64,PRESET2,1,1,78.98
i686,3200,2,4096,1000436,crc64,PRESET2,1,0,78.846
i686,3200,2,4096,1000436,none,PRESET2,1,0,78.842
i686,3200,2,4096,1000436,crc64,PRESET2,0,1,17.392
i686,3200,2,4096,1000436,crc64,PRESET2,0,0,17.39
i686,3200,2,4096,1000436,crc64,PRESET3,1,1,77.99
i686,3200,2,4096,1000436,crc64,PRESET3,1,0,77.918
i686,3200,2,4096,1000436,crc64,PRESET3,0,1,22.776
i686,3200,2,4096,1000436,crc64,PRESET3,0,0,22.80
i686,3200,2,4096,1000436,crc64,PRESET4,1,1,82.94
i686,3200,2,4096,1000436,crc64,PRESET4,1,0,83.296
i686,3200,2,4096,1000436,crc64,PRESET4,0,1,30.238
i686,3200,2,4096,1000436,crc64,PRESET4,0,0,30.236
x86_64,3401,8,4096,8096712,none,PRESET0,1,1,22.568
x86_64,3401,8,4096,8096712,none,PRESET0,1,0,23.104
x86_64,3401,8,4096,8096712,none,PRESET2,0,1,4.13
x86_64,3401,8,4096,8096712,crc64,PRESET5,1,1,27.42
x86_64,3401,8,4096,8096712,crc64,PRESET5,1,0,27.312
x86_64,3401,8,4096,8096712,crc64,PRESET5,0,1,11.556
x86_64,3401,8,4096,8096712,crc64,PRESET5,0,0,11.566
x86_64,3401,8,4096,8096712,crc64,PRESET6,1,1,29.398
x86_64,3401,8,4096,8096712,crc64,PRESET6,1,0,29.402
x86_64,3401,8,4096,8096712,crc64,PRESET6,0,1,14.522
x86_64,3401,8,4096,8096712,crc64,PRESET6,0,0,14.508
x86_64,3401,8,4096,8096712,crc64,PRESET7,1,1,30.314
x86_64,3401,8,4096,8096712,crc64,PRESET7,1,0,30.31
x86_64,3401,8,4096,8096712,none,PRESET2,0,0,4.12
x86_64,3401,8,4096,8096712,crc64,PRESET7,0,1,14.984
x86_64,3401,8,4096,8096712,crc64,PRESET7,0,0,14.82
x86_64,3401,8,4096,8096712,crc64,PRESET8,1,1,30.696
x86_64,3401,8,4096,8096712,crc64,PRESET8,1,0,30.276
x86_64,3401,8,4096,8096712,crc64,PRESET8,0,1,14.996
x86_64,3401,8,4096,8096712,crc64,PRESET8,0,0,14.838
x86_64,3401,8,4096,8096712,crc64,PRESET9,1,1,30.632
x86_64,3401,8,4096,8096712,crc64,PRESET9,1,0,30.85
x86_64,3401,8,4096,8096712,crc64,PRESET9,0,1,15.092
x86_64,3401,8,4096,8096712,crc64,PRESET9,0,0,14.944
x86_64,3401,8,4096,8096712,none,PRESET3,1,1,26.68
x86_64,3401,8,4096,8096712,sha256,PRESET0,1,1,22.692
x86_64,3401,8,4096,8096712,sha256,PRESET0,1,0,23.022
x86_64,3401,8,4096,8096712,sha256,PRESET0,0,1,3.046
x86_64,3401,8,4096,8096712,sha256,PRESET0,0,0,3.096
x86_64,3401,8,4096,8096712,sha256,PRESET1,1,1,25.372
x86_64,3401,8,4096,8096712,sha256,PRESET1,1,0,25.906
x86_64,3401,8,4096,8096712,sha256,PRESET1,0,1,3.248
x86_64,3401,8,4096,8096712,sha256,PRESET1,0,0,3.252
x86_64,3401,8,4096,8096712,sha256,PRESET2,1,1,27.78
x86_64,3401,8,4096,8096712,sha256,PRESET2,1,0,27.074
x86_64,3401,8,4096,8096712,none,PRESET3,1,0,26.666
x86_64,3401,8,4096,8096712,sha256,PRESET2,0,1,4.426
x86_64,3401,8,4096,8096712,sha256,PRESET2,0,0,4.44
x86_64,3401,8,4096,8096712,sha256,PRESET3,1,1,26.83
x86_64,3401,8,4096,8096712,sha256,PRESET3,1,0,26.792
x86_64,3401,8,4096,8096712,sha256,PRESET3,0,1,5.754
