N-Apache,N-LLVM,N-X264,N-BDBC,N-BDBJ,N-SQL,2N-Apache,2N-LLVM,2N-X264,2N-BDBC,2N-BDBJ,2N-SQL,3N-Apache,3N-LLVM,3N-X264,3N-BDBC,3N-BDBJ,3N-SQL,I2-Apache,I2-LLVM,I2-X264,I2-BDBC,I2-BDBJ,I2-SQL
,0.0134,0.0971,0.3205,,,,0.0196,0.2073,1.6546,,,,0.0101,0.0499,0.3536,,,,0.0431,0.0861,0.0065,,
,0.0676,0.0409,0.0096,,,,0.0143,0.1133,2.6744,,,,0.0808,0.0111,0.0049,,,,0.029,0.1552,0.2925,,
,0.0518,0.1415,0.0246,,,,0.0409,0.023,0.2103,,,,0.0803,0.0967,0.4277,,,,0.033,0.1204,0.0209,,
,0.0242,0.0962,0.2417,,,,0.0452,0.0359,0.3114,,,,0.0466,0.0341,1.0612,,,,0.0439,0.0501,0.0067,,
,0.0852,0.1533,0.3098,,,,0.0047,0.2198,0.2852,,,,0.0794,0.1416,1.1143,,,,0.0667,0.1157,0.0127,,
,0.0374,0.1277,0.1564,,,,0.0388,0.1841,0.0445,,,,0.0315,0.0724,0.0134,,,,0.026,0.0178,0.0797,,
,0.0006,0.0286,0.5404,,,,0.0147,0.1386,0.045,,,,0.2079,0.0615,1.0977,,,,0.0095,0.0422,0.0239,,
,0.0417,0.115,2.0476,,,,0.0997,0.1612,0.7904,,,,0.0149,0.018,0.2122,,,,0.0106,0.0193,0.0332,,
,0.0046,0.1216,0.2244,,,,0.1293,0.1479,0.0117,,,,0.0012,0.0153,0.0136,,,,0.0146,0.0159,0.0207,,
,0.0313,0.1083,0.0253,,,,0.104,0.181,1.324,,,,0.0394,0.0725,0.223,,,,0.0127,0.0506,0.1851,,
,0.0696,0.2079,1.4667,,,,0.1334,0.0604,0.3438,,,,0.0159,0.0487,0.0057,,,,0.0752,0.0391,0.0764,,
,0.029,0.0042,0.0061,,,,0.0221,0.0324,1.6736,,,,0.0025,0.0439,0.6141,,,,0.0199,0.0113,0.0075,,
,0.0049,0.0368,1.4241,,,,0.0846,0.0124,1.556,,,,0.0138,0.0123,0.3089,,,,0.0162,0.0101,0.0027,,
,0.1388,0.0692,0.223,,,,0.0843,0.0575,0.068,,,,0.0002,0.025,3.3815,,,,0.0141,0.0369,0.0304,,
,0.1497,0.1852,0.7337,,,,0.0204,0.0427,0.7547,,,,0.0126,0.0779,0.2097,,,,0.027,0.1292,0.182,,
,0.0115,0.0883,0.2035,,,,0.0342,0.0545,0.0106,,,,0.0238,0.0697,0.2529,,,,0.017,0.0689,0.0082,,
,0.0254,0.1193,0.1819,,,,0.0068,0.0211,0.0011,,,,0.0125,0.0362,2.0581,,,,0.0027,0.0444,0.0062,,
,0.0887,0.0707,2.0921,,,,0.1087,0.0585,0.701,,,,0.012,0.0335,2.9962,,,,0.0855,0.0039,0.1767,,
,0.0826,0.2974,0.0122,,,,0.0017,0.0055,0.4557,,,,0.0381,0.1413,1.1261,,,,0.0315,0.0405,0.0172,,
,0.1459,0.1483,0.0215,,,,0.0134,0.1201,0.0412,,,,0.0547,0.2019,0.1961,,,,0.039,0.0097,0.008,,
,0.0228,0.0317,0.1934,,,,0.0447,0.1098,0.3222,,,,0.1434,0.0163,0.2296,,,,0.0217,0.0261,0.0828,,
,0.005,0.0741,0.1579,,,,0.034,0.15,0.5143,,,,0.0249,0.2168,1.2638,,,,0.0074,0.0572,0.0784,,
,0.0617,0.0712,0.2471,,,,0.0698,0.0205,0.3075,,,,0.0713,0.0172,1.0588,,,,0.0134,0.0656,0.0674,,
,0.0042,0.1853,0.019,,,,0.093,0.1105,0.3348,,,,0.0441,0.0084,0.0064,,,,0.0582,0.1926,0.0016,,
,0.0769,0.0339,1.5836,,,,0.0268,0.0123,0.1253,,,,0.0341,0.071,3.3659,,,,0.02,0.0723,0.0793,,
,0.0472,0.1305,2.019,,,,0.0146,0.073,0.3301,,,,0.0091,0.0689,0.2394,,,,0.0539,0.0448,0.0005,,
,0.099,0.0998,2.0884,,,,0.0784,0.0021,0.5136,,,,0.0521,0.0764,1.9662,,,,0.0002,0.1496,0.0072,,
,0.0549,0.0393,0.0416,,,,0.017,0.2067,0.2292,,,,0.0277,0.0507,0.2293,,,,0.0208,0.0076,0.1092,,
,0.0156,0.0653,0.0113,,,,0.0772,0.0665,0.0471,,,,0.0137,0.0461,2.093,,,,0.1128,0.0112,0.0146,,
,0.1449,0.0739,0.5154,,,,0.0522,0.0673,0.042,,,,0.0008,0.0484,0.0117,,,,0.023,0.0092,0.0181,,
,0.0135,0.3081,0.3758,,,,0.1,0.0232,0.3427,,,,0.0126,0.0616,0.6127,,,,0.0331,0.0638,0.0103,,
,0.0335,0.0389,0.1591,,,,0.0382,0.0543,0.0426,,,,0.1856,0.0604,0.0146,,,,0.0387,0.2253,0.0849,,
,0.007,0.041,2.1045,,,,0.0876,0.0434,0.3105,,,,0.0839,0.0184,0.0165,,,,0.0284,0.1024,0.0014,,
,0.087,0.0171,0.2478,,,,0.1239,0.1509,0.3305,,,,0.0151,0.1408,0.2378,,,,0.0557,0.0458,0.0206,,
,0.1248,0.0179,0.1757,,,,0.0601,0.0572,0.0406,,,,0.0347,0.1085,1.9629,,,,0.0377,0.0079,0.2962,,
,0.0486,0.0766,0.5009,,,,0.0722,0.1097,0.3228,,,,0.0287,0.1559,0.2409,,,,0.0395,0.0573,0.0148,,
,0.0173,0.129,0.0211,,,,0.0985,0.1472,0.6996,,,,0.0601,0.0033,1.9778,,,,0.0197,0.05,0.0164,,
,0.1389,0.1676,0.0088,,,,0.1165,0.0023,0.0148,,,,0.128,0.062,0.0386,,,,0.0404,0.0922,0.1991,,
,0.1259,0.0641,0.5305,,,,0.0057,0.0238,0.3418,,,,0.0737,0.1611,0.2913,,,,0.0034,0.0527,0.021,,
,0.1696,0.1286,1.4151,,,,0.0544,0.0363,0.282,,,,0.017,0,0.2943,,,,0.0261,0.1209,0.0096,,
,0.0911,0.013,0.0071,,,,0.0517,0.001,0.117,,,,0.0875,0.0009,3.3731,,,,0.0556,0.0537,0.0695,,
,0.0116,0.1277,0.0177,,,,0.117,0.0944,0.7385,,,,0.0163,0.0611,0.6128,,,,0.087,0.0038,0.0214,,
,0.0294,0.1307,0.0076,,,,0.02,0.0209,0.3228,,,,0.0382,0.0131,0.4217,,,,0.0184,0.1013,0.0317,,
,0.0647,0.0161,0.0117,,,,0.0959,0.0657,0.38,,,,0.0186,0.0768,0.0765,,,,0.0216,0.0107,0.0217,,
,0.0343,0.0728,2.3412,,,,0.1,0.0752,0.0699,,,,0.0738,0.1561,1.2218,,,,0.0015,0.0672,0.0123,,
,0.146,0.0631,0.0223,,,,0.0036,0.0468,0.0443,,,,0.0095,0.0525,0.3431,,,,0.0016,0.0052,0.017,,
,0.0477,0.0596,0.0463,,,,0.0311,0.0283,0.0647,,,,0.0479,0.0359,0.566,,,,0.0038,0.0192,0.0013,,
,0.0203,0.1182,0.329,,,,0.1027,0.0702,0.2851,,,,0.0763,0.0061,0.2377,,,,0.0362,0.0526,0.0281,,
,0.0552,0.2336,0.0422,,,,0.117,0.1048,0.1916,,,,0.0498,0.0143,0.0131,,,,0.0362,0.129,0.0034,,
,0.0226,0.0936,0.0407,,,,0.0722,0.1126,0.0454,,,,0.0092,0.1171,2.0041,,,,0.0276,0.2324,0.0332,,
,0.0177,0.0289,0.1607,,,,0.1027,0.1134,0.1668,,,,0.0259,0.0079,0.1818,,,,0.0072,0.069,0.0045,,
,0.0147,0.0011,0.9427,,,,0.0298,0.139,0.3422,,,,0.2056,0.0044,0.2943,,,,0.0117,0.0466,0.1961,,
,0.0194,0.173,0.3538,,,,0.0901,0.0186,0.0016,,,,0.0101,0.0777,0.0332,,,,0.016,0.0309,0.0198,,
,0.1272,0.3784,1.2667,,,,0.0797,0.1887,0.0314,,,,0.0162,0.0503,0.0203,,,,0.1161,0.0333,0.0085,,
,0.1119,0.0139,0.6212,,,,0.0257,0.0238,0.0014,,,,0.0161,0.1562,1.9706,,,,0.0009,0.1895,0.2997,,
,0.0203,0.3044,1.8652,,,,0.0194,0.1172,0.3307,,,,0.0403,0.0362,0.3245,,,,0.0124,0.0648,0.0147,,
,0.0193,0.1328,1.7235,,,,0.0175,0.1375,0.0468,,,,0.0039,0.0581,1.0527,,,,0.0844,0.0239,0.0098,,
,0.0874,0.1673,1.4338,,,,0.0046,0.0613,0.2858,,,,0.0284,0.1753,0.2202,,,,0.0184,0.0222,0.0018,,
,0.0294,0.0241,0.0063,,,,0.021,0.1024,0.3304,,,,0.035,0.1157,0.6128,,,,0.0157,0.0813,0.2849,,
,0.0092,0.0671,0.2171,,,,0.0024,0.0671,1.6935,,,,0.0755,0.0509,0.0372,,,,0.0239,0.0642,0.0082,,
,0.0062,0.0008,0.212,,,,0.0927,0.042,0.3321,,,,0.0218,0.0077,0.6116,,,,0.0268,0.0655,0.0254,,
,0.0269,0.2191,0.1585,,,,0.0281,0.1752,0.279,,,,0.0556,0.0772,0.0101,,,,0.034,0.0386,0.0076,,
,0.0355,0.0271,0.0216,,,,0.0368,0.0416,0.4901,,,,0.0016,0.0182,0.2541,,,,0.0387,0.0534,0.0353,,
,0.0002,0.0405,2.0816,,,,0.063,0.0383,0.3203,,,,0.0081,0.0771,3.1822,,,,0.0493,0.0668,0.0121,,
,0.01,0.2368,0.1587,,,,0.02,0.0789,1.556,,,,0.0393,0.1467,1.0593,,,,0.0411,0.1694,0.0181,,
,0.145,0.0218,0.6183,,,,0.0005,0.0208,0.2018,,,,0.0451,0.0194,0.6121,,,,0.0039,0.1739,0.239,,
,0.1095,0.0853,0.0424,,,,0.0826,0.0889,0.0912,,,,0.0212,0.0252,0.0141,,,,0.0535,0.0051,0.0591,,
,0.0288,0.1384,0.0171,,,,0.0467,0.0787,0.0139,,,,0.0054,0.0493,0.6125,,,,0.0285,0.1305,0.0009,,
,0.0105,0.3558,0.0084,,,,0.0897,0.0643,1.5796,,,,0.0398,0.0406,0.2434,,,,0.0657,0.0561,0.106,,
,0.1034,0.0367,0.222,,,,0.0416,0.1339,0.0003,,,,0.0405,0.1723,0.3425,,,,0.0402,0.0499,0.0372,,
,0.0133,0.0191,0.2491,,,,0.0214,0.0381,0.2803,,,,0.0119,0.1114,0.4337,,,,0.0025,0.082,0.0192,,
,0.0499,0.1161,0.4935,,,,0.0942,0.2214,0.3441,,,,0.0402,0.1201,0.569,,,,0.0879,0.0156,0.0039,,
,0.0366,0.0966,0.4952,,,,0.0847,0.2413,0.8044,,,,0.0427,0.142,0.005,,,,0.0536,0.1126,0.0327,,
,0.0324,0.1567,0.0095,,,,0.085,0.074,0.1853,,,,0.0477,0.0126,2.09,,,,0.0218,0.0023,0.0054,,
,0.0111,0.0001,1.0239,,,,0.0582,0.008,0.1475,,,,0.0506,0.0045,1.1191,,,,0.0257,0.041,0.0444,,
,0.0881,0.2283,0.1628,,,,0.039,0.0669,0.175,,,,0.046,0.0186,0.0171,,,,0.0048,0.0056,0.0093,,
,0.1662,0.102,0.0228,,,,0.0132,0.0893,0.0236,,,,0.0505,0.0386,0.5659,,,,0.0412,0.0725,0.0236,,
,0.0354,0.055,0.0423,,,,0.0968,0.0948,0.0676,,,,0.0406,0.0327,3.402,,,,0.0276,0.0101,0.0016,,
,0.1172,0.1063,0.1587,,,,0.0106,0.1323,0.3227,,,,0.1987,0.0606,1.0745,,,,0.0617,0.2376,0.0076,,
,0.1235,0.2751,0.2875,,,,0.0083,0.0369,0.0418,,,,0.0304,0.1003,0.0412,,,,0.0237,0.2114,0.0349,,
,0.007,0.0664,0.0424,,,,0.0204,0.1421,0.2851,,,,0.0155,0.0497,1.0818,,,,0.0403,0.0108,0.0094,,
,0.0274,0.1327,0.6874,,,,0.0748,0.1784,0.1766,,,,0.0217,0.052,0.3209,,,,0.0086,0.0726,0.0277,,
,0.0169,0.0433,0.0099,,,,0.082,0.0724,0.0641,,,,0.0389,0.0491,0.21,,,,0.0071,0.0182,0.0238,,
,0.0386,0.0179,0.1634,,,,0.0739,0.0091,0.0715,,,,0.0195,0.2117,1.0596,,,,0.0218,0.1513,0.1847,,
,0.1503,0.0754,2.0681,,,,0.1652,0.0679,0.7961,,,,0.0385,0.0248,0.0172,,,,0.0235,0.0436,0.0109,,
,0.0085,0.0431,0.2241,,,,0.0117,0.0766,0.1525,,,,0.033,0.0056,3.1811,,,,0.0496,0.0741,0.0011,,
,0.0242,0.03,1.0212,,,,0.0195,0.1328,0.4397,,,,0.0228,0.1272,0.261,,,,0.0746,0.0688,0.0011,,
,0.1581,0.0854,0.1937,,,,0.0267,0.0423,0.0024,,,,0.0271,0.0082,0.3539,,,,0.0214,0.0681,0.007,,
,0.074,0.0995,0.006,,,,0.0209,0.0647,0.3441,,,,0.0116,0.0463,0.0424,,,,0.0639,0.0098,0.0082,,
,0.002,0.158,0.265,,,,0.0235,0.0343,0.2049,,,,0.0504,0.0335,0.0137,,,,0.0376,0.0262,0.0336,,
,0.0138,0.0769,1.4203,,,,0.0318,0.1154,0.3758,,,,0.0507,0.0178,0.015,,,,0.0662,0.0651,0.0157,,
,0.0381,0.0404,0.6049,,,,0.0918,0.0703,0.2952,,,,0.0405,0.0114,0.6125,,,,0.0187,0.0648,0.3215,,
,0.0104,0.0138,2.07,,,,0.0405,0.0478,0.7049,,,,0.0235,0.0668,0.0189,,,,0.0381,0.0786,0.0223,,
,0.026,0.147,2.3844,,,,0.0958,0.1233,0.0146,,,,0.0224,0.0212,0.0013,,,,0.03,0.0305,0.1748,,
,0.0612,0.0758,0.0191,,,,0.0639,0.2636,1.5976,,,,0.0708,0.042,0.0211,,,,0.0772,0.006,0.2851,,
,0.0299,0.067,0.6987,,,,0.0206,0.1426,1.4947,,,,0.181,0.0672,0.0428,,,,0.0223,0.0397,0.0814,,
,0.1507,0.2356,0.0194,,,,0.1628,0.0479,0.2845,,,,0.0287,0.0059,0.2238,,,,0.0527,0.0236,0.0159,,
,0.1454,0.0664,0.2759,,,,0.0347,0.2035,1.7634,,,,0.0206,0.0996,0.236,,,,0.0347,0.0203,0.0267,,
,0.0289,0.0959,0.0081,,,,0.0381,0.0972,0.4611,,,,0.0117,0.0138,0.3498,,,,0.0457,0.056,0.0346,,
,0.0628,0.0647,0.3074,,,,0.0862,0.0916,0.7464,,,,0.0331,0.0155,1.0711,,,,0.0042,0.0341,0.1022,,
,0.0734,0.3516,0.0435,,,,0.1362,0.0577,0.0722,,,,0.0114,0.0279,3.0642,,,,0.0649,0.0227,0.2225,,
,0.101,0.0302,0.0003,,,,0.093,0.0005,2.6307,,,,0.0418,0.1539,0.6129,,,,0.0307,0.0169,0.0089,,
,0.0169,0.0935,0.1601,,,,0.0206,0.1824,0.0008,,,,0.0347,0.0413,3.3719,,,,0.0996,0.086,0.3214,,
,0.0622,0.0455,1.3804,,,,0.0386,0.3391,1.8268,,,,0.0143,0.0537,0.2145,,,,0.0176,0.2374,0.02,,
,0.022,0.0996,0.4072,,,,0.0183,0.0973,0.0647,,,,0.0111,0.0209,0.3479,,,,0.0466,0.0337,0.0155,,
,0.154,0.1221,0.2482,,,,0.0858,0.3171,0.2784,,,,0.0499,0.0088,1.1609,,,,0.0454,0.1905,0.0747,,
,0.0307,0.0832,0.0191,,,,0.01,0.3134,0.0001,,,,0.0914,0.0644,0.2352,,,,0.0714,0.0674,0.0339,,
,0.0483,0.0673,0.2642,,,,0.0352,0.0261,0.2018,,,,0.0099,0.0986,0.0135,,,,0.0271,0.1201,0.0493,,
,0.0444,0.2828,0.3036,,,,0.0293,0.3103,0.3428,,,,0.0088,0.0332,0.019,,,,0.0131,0.0382,0.0089,,
,0.0637,0.0008,1.402,,,,0.1041,0.2415,0.0667,,,,0.0423,0.0099,0.3208,,,,0.0968,0.0218,0.3112,,
,0.1034,0.2666,0.0114,,,,0.0141,0.0773,0.3151,,,,0.0329,0.0638,0.0209,,,,0.0225,0.007,0.2834,,
,0.0688,0.0667,0.0088,,,,0.044,0.0705,0.4756,,,,0.2026,0.0385,0.0186,,,,0.0077,0.084,0.0087,,
,0.0364,0.0236,2.0326,,,,0.078,0.0807,0.0704,,,,0.0376,0.0467,0.33,,,,0.1047,0.0685,0.1852,,
,0,0.1511,0.1633,,,,0.0027,0.0264,1.6604,,,,0.0424,0.1002,0.0161,,,,0.1352,0.0424,0.0096,,
,0.0004,0.0186,0.5198,,,,0.0842,0.134,0.0287,,,,0.0099,0.0508,0.387,,,,0.034,0.0257,0.1097,,
,0.0177,0.1524,0.7327,,,,0.0829,0.0936,0.7038,,,,0.0342,0.0919,0.0424,,,,0.041,0.1512,0.0016,,
,0.0027,0.3115,0.6991,,,,0.0407,0.0241,0.1821,,,,0.0567,0.0094,0.5689,,,,0.0485,0.0556,0.1103,,
,0.1431,0.0931,0.0102,,,,0.0689,0.0125,2.7223,,,,0.0136,0.0192,0.0112,,,,0.0105,0.016,0.007,,
,0.0553,0.1047,0.5153,,,,0.0016,0.0688,1.1063,,,,0.0232,0.0088,0.0116,,,,0.0474,0.0471,0.2767,,
,0.0097,0.145,0.3293,,,,0.0302,0.1166,0.2051,,,,0.016,0.0057,0.2248,,,,0.057,0.0298,0.2329,,
,0.0637,0.0734,0.5007,,,,0.1624,0.0831,0.3082,,,,0.0326,0.1077,0.0157,,,,0.0465,0.1111,0.0199,,
,0.0977,0.1264,0.1649,,,,0.1452,0.1355,0.2072,,,,0.0389,0.0176,0.0946,,,,0.0282,0.0198,0.0847,,
,0.0224,0.1186,1.4292,,,,0.1007,0.1053,0.449,,,,0.0579,0.0385,0.198,,,,0.0396,0.0333,0.1919,,
,0.0876,0.0343,0.4898,,,,0.0317,0.053,0.0158,,,,0.031,0.1531,0.0728,,,,0.0664,0.0761,0.0096,,
,0.0905,0.0667,0.4949,,,,0.095,0.1907,0.3861,,,,0.0847,0.0752,0.3018,,,,0.0351,0.0259,0.0007,,
,0.0436,0.0398,0.3075,,,,0.0948,0.1457,0.1565,,,,0.0014,0.1301,0.0157,,,,0.0411,0.1299,0.2874,,
,0.0945,0.1579,0.0216,,,,0.009,0.0231,0.0001,,,,0.0714,0.058,0.5681,,,,0.0567,0.1772,0.1722,,
,0.0003,0.2173,1.4235,,,,0.0067,0.1144,0.0006,,,,0.0152,0.1415,0.3214,,,,0.0155,0.0774,0.0221,,
,0.0894,0.0662,0.2134,,,,0.0792,0.0712,0.4396,,,,0.0035,0.0141,0.0104,,,,0.017,0.0315,0.0701,,
,0.0011,0.2869,2.0518,,,,0.0939,0.0246,0.2041,,,,0.017,0.2015,0.0204,,,,0.0075,0.0362,0.0257,,
,0.1684,0.0227,0.007,,,,0.0168,0.1125,0.3206,,,,0.0792,0.011,0.6126,,,,0.0086,0.0286,0.0084,,
,0.0381,0.0551,1.4399,,,,0.1389,0.0726,0.0002,,,,0.0129,0.2114,0.242,,,,0.0098,0.0353,0.0027,,
,0.0377,0.3282,3.0131,,,,0.0375,0.097,0.0015,,,,0.0851,0.0506,0.6141,,,,0.0234,0.1036,0.3078,,
,0.1524,0.3425,0.1514,,,,0.0678,0.058,0.0489,,,,0.0173,0.0206,0.0117,,,,0.0247,0.0548,0.0183,,
,0.043,0.2115,0.0081,,,,0.0544,0.0706,0.1763,,,,0.0294,0.1015,0.2576,,,,0.0153,0.0194,0.0113,,
,0.12,0.3158,3.2132,,,,0.144,0.0896,0.1845,,,,0.0199,0.0386,0.5682,,,,0.1202,0.082,0.0178,,
,0.0976,0.1739,0.2048,,,,0.0391,0.0514,0.0138,,,,0.0293,0.0035,0.0756,,,,0.0127,0.0298,0.0879,,
,0.1363,0.0962,0.0173,,,,0.0349,0.0738,0.0444,,,,0.0226,0.0494,0.2264,,,,0.1205,0.1543,0.0064,,
,0.0088,0.1518,1.7235,,,,0.0677,0.0368,0.1285,,,,0.0133,0.0463,0.0178,,,,0.018,0.0298,0.0127,,
,0.0061,0.2572,1.4038,,,,0.0048,0.042,0.3093,,,,0.0535,0.0853,0.0164,,,,0.0069,0.0338,0.1153,,
,0.0178,0.1548,1.6323,,,,0.0036,0.0929,0.287,,,,0.0532,0.1271,0.009,,,,0.0367,0.0097,0.0188,,
,0.0598,0.269,0.0246,,,,0.0864,0.1477,0.1769,,,,0.0162,0.058,0.0061,,,,0.0324,0.0762,0.0088,,
,0.0236,0.0788,0.2454,,,,0.0063,0.0104,0.2332,,,,0.0026,0.0041,0.0433,,,,0.0304,0.0043,0.0347,,
,0.1034,0.1387,1.3683,,,,0.1257,0.2172,0.32,,,,0.0237,0.1015,0.007,,,,0.0339,0.0713,0.0053,,
,0.0974,0.0101,1.4093,,,,0.0761,0.0773,0.0708,,,,0.0318,0.0229,0.2276,,,,0.1346,0.0666,0.0182,,
,0.0334,0.1143,0.0127,,,,0.1094,0.0895,0.3435,,,,0.0439,0.0551,0.0151,,,,0.0332,0.0198,0.0081,,
,0.0372,0.0663,0.247,,,,0.0235,0.0962,0.4553,,,,0.0106,0.0411,1.1199,,,,0.0387,0.0197,0.3433,,
,0.0305,0.0304,0.5171,,,,0.0314,0.0475,0.0714,,,,0.0089,0.0669,1.1196,,,,0.0264,0.1898,0.0078,,
,0.1088,0.3967,0.2467,,,,0.0763,0.0482,0.2029,,,,0.0477,0.0419,0.014,,,,0.0004,0.0183,0.0065,,
,0.0593,0.2353,0.0079,,,,0.1306,0.0336,0.067,,,,0.0267,0.0419,0.0092,,,,0.1109,0.0038,0.0013,,
,0.03,0.3095,1.991,,,,0.0424,0.0779,0.0008,,,,0.0234,0.0511,0.0432,,,,0.0099,0.0126,0.002,,
,0.0224,0.0762,0.1379,,,,0.0074,0.0758,0.2797,,,,0.0506,0.1535,0.0134,,,,0.0143,0.0528,0.0086,,
,0.0011,0.0715,0.0248,,,,0.0851,0.0271,0.0636,,,,0.0433,0.014,0.0176,,,,0.0072,0.056,0.0968,,
,0.017,0.2658,0.0079,,,,0.0962,0.068,0.3215,,,,0.2007,0.0524,0.0194,,,,0.0217,0.0741,0.0798,,
,0.0388,0.0106,1.3714,,,,0.0231,0.1073,0.0396,,,,0.0142,0.0913,0.0075,,,,0.0008,0.0949,0.078,,
,0.0093,0.2578,1.4484,,,,0.034,0.0336,0.0008,,,,0.0817,0.1532,0.2925,,,,0.0072,0.0196,0.0092,,
,0.006,0.0186,0.4816,,,,0.0906,0.0722,0.2359,,,,0.1223,0.0461,0.613,,,,0.013,0.047,0.0283,,
,0.1446,0.1358,0.5289,,,,0.0782,0.0404,0.046,,,,0.0609,0.0361,0.2194,,,,0.0067,0.0163,0.081,,
,0.0976,0.1106,1.1346,,,,0.0045,0.2525,0.0021,,,,0.1915,0.2118,0.2405,,,,0.0024,0.1291,0.0177,,
,0.1354,0.0123,0.2469,,,,0.0187,0.1047,0.4437,,,,0.0869,0.0526,1.0596,,,,0.0454,0.0496,0.0198,,
,0.0336,0.5159,0.0196,,,,0.0424,0.1282,0.0717,,,,0.0026,0.1013,0.0049,,,,0.0163,0.0506,0.2898,,
,0.0096,0.0588,0.2118,,,,0.0781,0.2307,0.2875,,,,0.09,0.1084,0.2496,,,,0.0284,0.0192,0.0003,,
,0.0268,0.058,0.216,,,,0.0778,0.096,0.0034,,,,0.031,0.1397,0.227,,,,0.0051,0.0529,0.0824,,
,0.0246,0.0457,0.164,,,,0.0522,0.0332,0.0144,,,,0.0351,0.0463,0.0108,,,,0.0151,0.0094,0.0003,,
,0.0505,0.0258,0.0064,,,,0.0867,0.1371,0.0665,,,,0.0419,0.0475,1.0459,,,,0.0021,0.1084,0.1248,,
,0.0376,0.2345,0.0089,,,,0.0398,0.031,2.463,,,,0.0238,0.0333,0.0198,,,,0.0203,0.0575,0.0182,,
,0.0022,0.0388,0.3369,,,,0.1716,0.0836,0.2779,,,,0.0117,0.0245,0.0384,,,,0.0147,0.0055,0.0759,,
,0.0276,0.1535,0.2261,,,,0.0801,0.015,0.1677,,,,0.0007,0.1286,0.1635,,,,0.0966,0.0599,0.0823,,
,0.0346,0.2389,0.4857,,,,0.0763,0.0057,0.704,,,,0.0051,0.0603,0.0449,,,,0.0349,0.1888,0.0195,,
,0.0779,0.0665,0.2215,,,,0.0009,0.0786,0.3228,,,,0.0373,0.0494,3.0933,,,,0.0283,0.0241,0.1706,,
,0.0878,0.1518,0.0221,,,,0.1061,0.28,0.0074,,,,0.0371,0.1543,0.005,,,,0.0851,0.1938,0.0939,,
,0.0446,0.1805,0.3683,,,,0.0285,0.0798,0.1811,,,,0.0339,0.0664,0.3261,,,,0.0061,0.0941,0.0194,,
,0.0733,0.0968,0.7487,,,,0.0235,0.0473,0.1872,,,,0.0499,0.1131,0.215,,,,0.0507,0.0669,0.0126,,
,0.0211,0.073,0.3613,,,,0.0317,0.0866,2.6684,,,,0.0072,0.0666,0.0149,,,,0.0129,0.0198,0.2358,,
,0.051,0.2462,0.0192,,,,0.0342,0.1122,0.1504,,,,0.0792,0.0507,0.3904,,,,0.0554,0.0443,0.0275,,
,0.0587,0.1269,1.3672,,,,0.0707,0.0896,0.3434,,,,0.2006,0.0491,0.2394,,,,0.01,0.026,0.0758,,
,0.0497,0.1436,0.0093,,,,0.0158,0.0769,0.7931,,,,0.039,0.0549,3.0622,,,,0.0249,0.0535,0.0374,,
,0.0125,0.408,0.0081,,,,0.0307,0.0675,1.3277,,,,0.0492,0.019,0.0069,,,,0.0122,0.0237,0,,
,0.1124,0.0554,0.3149,,,,0.0077,0.0175,0.0542,,,,0.0626,0.2078,0.2933,,,,0.0037,0.0764,0.0232,,
,0.0293,0.2777,1.4231,,,,0.0651,0.127,0.0194,,,,0.0409,0.0044,0.2214,,,,0.0232,0.1197,0.0133,,
,0.1016,0.0891,0.0969,,,,0.0039,0.1843,0.2801,,,,0.0423,0.0611,0.2148,,,,0.0018,0.0126,0.0093,,
,0.0372,0.0622,0.1582,,,,0.1101,0.2524,0.207,,,,0.0235,0.026,3.1038,,,,0.0478,0.0192,0.0022,,
,0.0088,0.0726,0.0246,,,,0.0699,0.0719,1.2841,,,,0.0559,0.0199,0.0119,,,,0.0558,0.0378,0.0007,,
,0.0798,0.0349,0.2302,,,,0.0148,0.1145,1.5791,,,,0.0337,0.0255,0.0196,,,,0.0269,0.0095,0.0771,,
,0.024,0.0443,0.044,,,,0.0775,0.043,0.4955,,,,0.0139,0.0504,0.5663,,,,0.0458,0.0529,0.0018,,
,0.0108,0.0731,0.2035,,,,0.0043,0.0784,0.3573,,,,0.0198,0.0464,0.2943,,,,0.0361,0.0419,0.0347,,
,0.0142,0.1396,0.933,,,,0.0204,0.1102,0.1206,,,,0.0257,0.0128,0.0112,,,,0.0383,0.0526,0.019,,
,0.0533,0.001,0.4932,,,,0.0922,0.041,0.0606,,,,0.1353,0.0059,0.3399,,,,0.036,0.1498,0.0172,,
,0.0629,0.6145,0.0198,,,,0.119,0.0657,0.7847,,,,0.0413,0.067,0.2137,,,,0.0113,0.0056,0.1732,,
,0.1116,0.0949,0.0508,,,,0.0738,0.2859,1.3374,,,,0.0577,0.1102,0.3212,,,,0.039,0.0192,0.1702,,
,0.0524,0.3487,0.1567,,,,0.0305,0.0752,0.3204,,,,0.0017,0.0081,0.3898,,,,0.0899,0.0374,0.0008,,
,0.0261,0.2161,0.7061,,,,0.0252,0.1284,0.7729,,,,0.0114,0.1719,3.3517,,,,0.027,0.0073,0.0003,,
,0.0928,0.0672,0.0403,,,,0.0326,0.3102,0.0437,,,,0.0824,0.0396,0.2089,,,,0.0109,0.0461,0,,
,0.0248,0.029,0.1599,,,,0.0031,0.0089,1.1212,,,,0.0166,0.0128,0.0036,,,,0.1367,0.0939,0.0089,,
,0.0339,0.0122,0.4897,,,,0.1757,0.0095,0.0657,,,,0.0666,0.0675,0.0167,,,,0.0177,0.2367,0.0133,,
