N,2N,3N,I2
0.5064,0.2794,1.9873,0.0559
0.0216,1.9734,0.0051,0.0243
0.705,2.566,0.2321,0.0157
0.3188,0.4592,0.003,0.0373
0.0429,0.458,0.0165,0.3055
0.0432,0.0644,1.2746,0.306
0.6405,0.0436,0.0065,0.0826
0.0215,0.0081,0.2919,0.1616
0.1904,0.32,0.2097,0.0174
0.9077,1.5396,0.0442,0.0095
0.0078,0.2022,0.019,0.0772
0.4899,0.2054,0.3131,0.1776
1.6247,0.2115,0.4074,0.0118
0.2111,0.321,0.0105,0.3215
1.8436,0.2789,0.4027,0.1166
0.9697,0.0554,0.0147,0.0105
0.0406,0.1228,1.2053,0.002
0.2147,0.1532,0.0158,0.0103
0.7366,0.0044,0.2249,0.0353
0.3408,0.2051,0.2113,0.0043
0.2455,1.9933,3.1756,0.0133
0.3318,0.3427,0.0067,0.0008
1.4109,0.3441,1.985,0.0251
0.328,0.146,0.0237,0.0943
0.2485,0.206,0.5689,0.0012
0.0077,0.126,0.0127,0.0037
1.3668,0.0024,0.5676,0.0535
0.0255,0.3776,0.0117,0.0013
0.0877,0.3414,0.2221,0.0114
0.4961,0.5116,0.0177,0.3047
0.1608,0.4911,1.9951,0.0027
0.018,0.0435,0.0133,0.0088
0.3574,0.309,0.2403,0.079
0.0213,0.0154,1.0689,0.0001
0.161,1.6389,0.0194,0.054
1.4014,1.6056,0.1961,0.298
0.6679,0.0036,0.0057,0.0231
0.2273,1.2931,0.0063,0.0746
2.3333,0.1451,3.4008,0.3232
0.3636,0.4872,0.0109,0.0609
1.4073,0.2062,0.2108,0.0081
0.0103,0.1501,0.3873,0.0031
0.1635,0.1762,0.0246,0.0222
0.1528,0.0652,0.2954,0.034
0.9643,0.2047,0.0206,0.0084
0.0096,0.2245,0.0158,0.0025
0.3534,0.2309,0.5686,0.0175
1.4024,0.3418,0.347,0.0066
0.0085,0.2061,0.0145,0.2778
0.1603,0.1409,0.0417,0.0083
0.159,0.0033,0.2393,0.0389
0.011,0.8102,0.0093,0.0076
0.0105,0.0068,0.0427,0.0203
0.04,1.8209,0.2107,0.1955
0.2167,0.2845,0.014,0.0055
0.252,0.2808,1.151,0.008
0.494,0.0434,3.0986,0.2797
0.0423,0.2026,0.0168,0.0018
0.1374,0.6983,0.0003,0.0243
1.3806,0.2257,0.3358,0.0052
0.5164,0.0003,0.2526,0.0845
0.1598,0.3159,0.2338,0.2931
0.0267,0.0678,1.9679,0.0356
0.2488,2.4755,0.3907,0.007
0.9773,0.1788,0.2373,0.0098
0.228,0.0093,0.3809,0.0183
1.3849,1.6431,0.2124,0.0202
0.005,0.7873,0.001,0.02
1.972,0.1174,0.0416,0.1845
0.2001,0.2037,0.1818,0.0134
0.0812,0.454,0.1975,0.0085
1.419,0.7871,0.0115,0.1685
0.2309,0.1588,0.0072,0.2764
0.9297,0.2843,0.3211,0.0086
0.0108,0.0164,0.0193,0.0075
1.3664,0.2938,0.4078,0.0011
0.2493,0.2788,0.0176,0.0021
0.021,1.9668,0.2111,0.1219
0.0207,0.7026,0.0062,0.1161
0.0441,0.0003,0.0055,0.0864
0.5144,0.281,0.0172,0.0792
0.5045,0.2812,0.2031,0.1775
0.5085,0.0183,0.0389,0.3084
0.3973,0.3419,0.3269,0.034
0.5156,0.206,0.0456,0.0028
0.1808,0.0002,0.0016,0.3163
0.5071,0.0027,0.3174,0.0074
0.1632,0.3415,1.0638,0.0507
0.1631,0.0649,0.0159,0.1118
0.2467,0.3235,0.0092,0.3094
1.8615,0.2375,0.02,0.0912
1.4135,1.5101,0.5667,0.185
0.2676,0.6311,0.0143,0.1895
0.0426,0.1653,0.3889,0.0147
0.0059,0.4932,0.4044,0.1878
0.0087,2.0998,0.2087,0.0591
0.0078,0.0011,1.1507,0.1067
2.0914,0.1506,0.3319,0.0785
0.3344,1.5801,0.21,0.0122
0.0105,0.0036,0.0049,0.0114
0.2272,1.6307,0.0064,0.0243
0.2358,0.4887,0.0055,0.189
0.485,0.3225,0.372,0.3035
1.2173,0.0008,0.3711,0.0129
0.4004,0.0019,1.1559,0.0739
0.2482,0.2783,0.0183,0.0019
1.0691,0.7804,3.1239,0.0104
0.7102,0.3435,0.0175,0.3184
0.3205,0.733,3.2567,0.001
1.9248,0.0183,0.2351,0.0145
0.25,0.0535,3.1453,0.0775
0.0187,0.1366,0.017,0.0316
0.226,0.3122,0.0409,0.2019
0.0074,0.0687,0.3312,0.041
1.4264,0.044,0.3024,0.0036
0.1608,1.3658,0.0103,0.1761
0.2354,0.4914,0.0401,0.0694
2.3499,0.2062,0.3751,0.0198
0.6799,1.6107,0.2471,0.0033
0.2643,0.3192,0.2124,0.3101
0.3356,0.1468,0.2237,0.1033
0.245,0.0015,1.1065,0.0201
1.7389,0.0009,2.1098,0.0251
0.0206,1.1283,0.0394,0.2839
0.7067,0.0663,0.2135,0.0364
0.0097,0.491,0.2267,0.0227
1.3582,0.7327,0.3469,0.0015
0.2287,0.3217,0.3263,0.0124
0.1116,0.1872,0.3521,0.0168
0.1587,0.452,2.1032,0.0775
3.2074,0.4218,0.5688,0.1598
0.0013,2.6664,2.0326,0.308
0.1483,0.2955,0.0075,0.0235
0.0157,0.3591,0.5672,0.0722
1.6657,0.2044,0.3328,0.1794
0.6721,0.2991,0.212,0.0013
1.7225,0.0688,0.2441,0.0336
0.0164,0.4907,1.9596,0.0123
0.2479,0.2044,0.2552,0.0328
0.2495,0.0706,0.0116,0.1095
0.0231,0.6207,1.1306,0.0908
1.7225,0.4621,1.2211,0.3114
0.4989,0.4674,1.127,0.0203
0.0441,0.0186,0.2109,0.0107
0.0404,0.3409,0.0156,0.3126
0.1576,0.0004,0.2109,0.0226
0.1601,0.2085,0.2938,0.0087
0.1586,1.8215,0.3271,0.0019
0.0102,0.7654,1.1046,0.2364
0.0201,0.0433,0.0175,0.0229
0.2481,0.7335,0.266,0.0015
0.5305,0.0665,0.2019,0.0031
0.0081,0.2163,0.2122,0.0059
0.0074,0.2806,0.0447,0.007
0.1444,0.491,0.0943,0.0078
0.1586,0.0182,3.3317,0.074
0.1631,0.0436,0.0045,0.0122
0.163,0.0178,0.4008,0.0288
0.4943,0.2328,0.1765,0.1604
0.0088,0.0002,0.0103,0.0099
0.0189,0.203,0.0132,0.0361
0.4943,0.0445,2.0064,0.016
0.019,1.9833,1.1516,0.1172
0.0086,0.3423,1.1289,0.2219
0.3471,0.0767,0.2148,0.0175
0.2515,0.3195,0.0013,0.0197
0.2146,0.0413,1.138,0.0195
0.707,1.1106,0.0108,0.2241
0.2345,0.0709,0.0139,0.0031
0.2114,0.3408,0.2155,0.2787
1.6398,0.0648,3.0965,0.0019
0.5326,0.3215,0.2601,0.1035
0.1624,1.8156,0.2139,0.0081
0.2207,0.6061,0.226,0.0364
0.0119,0.0033,0.3231,0.0316
0.0126,1.8995,0.2401,0.0012
1.7129,0.2793,0.3751,0.0247
0.2176,0.345,0.0134,0.1076
0.2296,0.065,0.0158,0.0791
0.4964,0.375,0.0166,0.1742
0.2268,0.0569,0.2564,0.0015
1.7782,0.1917,0.0035,0.1892
2.044,0.0685,3.3517,0.0152
0.0105,0.2807,0.3235,0.0424
1.3698,0.0436,0.0198,0.0736
0.2776,0.3773,0.3435,0.0051
1.3643,0.0679,0.01,0.0097
0.0793,0.0164,1.14,0.0114
0.1437,0.0907,0.3745,0.2774
0.1664,0.4397,0.2592,0.2756
2.0315,0.3822,0.0145,0.0854
1.0195,0.0019,0.0145,0.0013
0.2056,0.5102,0.0314,0.0126
0.0199,0.2825,0.2424,0.0027
3.2467,0.0168,0.5672,0.0098
0.2477,1.5511,0.2943,0.0839
0.0068,0.0072,0.2977,0.0717
0.1525,0.3239,0.1861,0.0069
0.0078,0.2342,3.3529,0.0003
0.2485,0.2278,0.0111,0.1879
0.5,0.323,0.0475,0.0058
0.0194,0.0674,0.4257,0.3053
0.3657,0.0419,0.6133,0.0021
0.0438,0.0345,0.3413,0.0017
3.2132,1.5945,0.3284,0.0215
0.2879,1.1686,0.0144,0.0211
0.2487,0.7337,1.9867,0.0091
0.0187,0.771,0.3276,0.1698
0.02,0.3098,0.3855,0.0182
1.1104,0.2818,3.3517,0.1818
1.9997,0.1452,0.032,0.0004
1.4182,0.784,2.0412,0.0183
1.3708,0.7689,0.0461,0.0136
1.0584,0.7537,0.0128,0.0723
0.7337,1.5536,0.0098,0.0794
0.2299,1.5214,0.2197,0.0111
1.0243,1.557,0.5669,0.1786
0.2071,1.6031,0.192,0.024
0.161,0.0446,0.5675,0.0013
0.5789,0.2783,0.6128,0.0266
0.2376,0.7304,1.221,0.3192
1.3524,0.7461,0.2193,0.1093
0.3686,0.3056,0.0142,0.0324
0.4956,0.1787,0.2451,0.0737
1.4016,0.7332,2.1354,0.2983
0.2287,0.0455,0.1934,0.0014
0.3084,0.0006,0.3323,0.0176
1.0361,0.6203,0.2339,0.0477
0.1399,0.4886,0.0175,0.0095
0.0448,2.6504,0.5664,0.0795
0.0552,0.2776,0.4016,0.033
0.6101,0.3421,0.0178,0.0012
0.7379,1.6363,2.1546,0.0017
0.1986,0.4862,0.015,0.2841
1.4005,1.6678,1.106,0.0045
0.7283,0.0013,0.0142,0.0209
0.0077,0.5095,0.2941,0.0703
0.9371,0.7023,0.0238,0.0093
0.0091,0.1585,0.6132,0.0136
0.1608,0.7042,0.037,0.0798
0.1606,0.3745,0.2117,0.1976
2.8029,0.1683,0.2193,0.0103
0.0096,1.7737,0.3236,0.0987
0.9639,0.2015,0.0136,0.2866
0.0068,2.4909,3.1767,0.3133
0.0092,0.2827,3.3281,0.0083
0.1644,0.2823,0.007,0.0229
0.5145,1.7657,0.031,0.078
0.1586,0.3427,0.0146,0.0278
0.1614,0.2829,0.3568,0.0025
0.0459,0.1946,0.0175,0.0373
0.0079,0.3062,1.149,0.0821
0.2501,0.0179,0.5695,0.0097
0.0112,0.3438,0.0197,0.0214
0.7355,0.3107,0.3221,0.0009
1.722,2.5055,0.3235,0.0724
0.1508,0.2072,0.2947,0.078
0.2127,0.3422,0.0147,0.0005
0.0077,1.8989,1.1304,0.276
0.9168,0.3783,0.2175,0.0211
0.4959,1.9813,0.3468,0.0079
2.0742,0.0719,0.0999,0.0312
0.7338,0.2414,0.0148,0.0089
0.0452,0.2462,0.0121,0.0006
0.2484,0.3142,0.0127,0.1765
0.495,0.1882,0.3051,0.0025
0.0062,0.1779,0.6129,0.0102
0.0083,0.3192,1.2778,0.0365
0.533,0.0733,0.0214,0.0012
0.5222,0.3129,0.0116,0.0211
0.02,0.0703,1.1403,0.0231
0.2714,1.3005,0.0182,0.0782
1.0432,0.3436,0.2496,0.0202
0.7039,0.2815,0.2268,0.2892
0.0194,0.0423,0.0022,0.0353
0.2042,0.3433,0.0415,0.0101
0.022,0.0217,3.4263,0.0003
0.01,1.6332,0.0082,0.0223
0.6384,0.0246,0.0146,0.2764
0.2342,0.2794,0.0097,0.0304
0.2024,0.2856,0.2178,0.035
0.5007,0.2845,0.5673,0.0207
0.2482,0.2474,3.1176,0.0076
0.0461,0.2818,0.0047,0.0573
0.7337,2.6199,0.0472,0.2458
0.9408,0.069,0.0153,0.0088
0.2478,0.0718,0.2097,0.0117
1.4055,0.7042,0.3167,0.1847
0.1793,0.0168,2.0412,0.1782
2.3564,0.2778,3.4227,0.0083
0.008,0.3592,0.0433,0.0009
0.0731,0.228,0.04,0.0104
0.0104,0.0676,0.0137,0.0097
0.2607,0.027,0.2303,0.013
0.6693,0.3786,0.3293,0.0243
0.248,0.0139,1.2682,0.076
0.1565,0.0181,0.2116,0.0104
0.2292,0.0407,0.0184,0.0124
0.0102,0.0182,0.4032,0.0089
1.3568,0.0457,0.2401,0.3064
0.0096,0.0121,0.0018,0.0324
0.0219,0.0167,0.0211,0.079
1.5704,1.3559,1.0633,0.1035
0.0196,0.2022,0.0156,0.0002
0.1446,0.2892,3.4032,0.0258
1.7524,1.6051,0.0065,0.0776
0.0409,0.4866,1.1335,0.1851
0.1552,0.3118,0.6128,0.0084
0.219,0.0172,1.0649,0.2294
0.5955,0.729,0.2089,0.011
0.2966,0.0445,0.6134,0.0112
0.0198,0.2805,0.3413,0.0111
0.0075,0.0405,0.0167,0.0099
0.5145,0.0707,0.2118,0.0853
0.4967,0.3192,0.0118,0.0746
0.2904,0.2853,0.2927,0.0342
1.9105,0.0683,0.0208,0.0198
0.1635,0.703,0.3237,0.028
0.2791,0.0433,0.0128,0.0179
0.2472,0.3203,0.0129,0.0719
0.0124,0.6353,0.0185,0.0136
0.2277,0.0013,0.0109,0.004
0.5416,0.4619,0.2416,0.298
0.2137,0.0468,0.0016,0.0082
0.0088,0.0022,0.33,0.0129
0.2474,1.6158,3.1335,0.0226
1.0202,0.0571,0.0049,0.0031
1.0195,0.28,0.3259,0.0407
0.0097,0.0405,0.2511,0.0253
0.2505,1.1142,0.2179,0.0156
1.3743,1.5786,0.0179,0.0444
0.1564,0.4205,0.3037,0.0437
0.0087,0.3193,1.2155,0.0067
3.2572,0.0188,0.326,0.0015
1.0416,0.017,0.3257,0.0097
0.0107,0.1767,0.3317,0.0012
1.3674,0.042,1.2043,0.017
1.6992,0.3274,0.0516,0.0178
0.7245,1.4984,0.0006,0.1736
0.0111,0.0764,2.1422,0.0004
0.0432,0.0077,0.2197,0.3141
0.023,0.1865,0.2547,0.2435
0.0035,0.3144,0.3285,0.0825
0.1473,0.0398,0.2521,0.0079
0.1859,0.3713,0.0184,0.0223
0.161,0.3303,1.98,0.1934
0.5215,0.2776,0.2082,0.008
0.4558,0.3096,0.0006,0.2839
0.1637,0.0437,0.2424,0.0011
0.0099,0.3224,0.2212,0.0572
0.1616,0.3146,0.0045,0.0144
0.9338,0.4048,0.0204,0.0094
0.0077,0.0003,3.3293,0.0062
0.1579,0.239,0.0054,0.0241
0.0097,0.0142,0.262,0.1836
0.4224,0.2829,0.4051,0.0385
0.5152,0.2787,0.263,0.0005
0.1606,1.4813,0.2158,0.0077
0.25,1.1189,0.2162,0.0115
0.0071,1.784,0.3321,0.0173
0.5164,1.5761,0.0158,0.0272
1.3521,0.1531,0.2108,0.1805
0.0157,0.2839,0.5666,0.011
1.4094,2.6307,2.0984,0.0188
0.2592,0.0676,0.2939,0.1837
0.0091,0.7807,0.0007,0.0155
0.0191,0.3178,0.0057,0.0215
0.0412,0.0164,0.0311,0.0006
0.2553,0.2007,0.0286,0.0288
0.0198,0.0005,2.1032,0.0107
0.5638,0.7928,0.0169,0.023
0.0177,0.6449,0.0436,0.0112
0.1448,0.0164,0.0177,0.0091
0.3633,0.203,0.2924,0.0026
0.5338,0.187,2.0828,0.158
0.6735,0.2702,0.1809,0.2955
0.9738,1.1354,0.1872,0.1871
0.1042,0.0182,0.3476,0.0065
0.0206,0.3232,0.197,0.0602
0.9238,0.0709,0.3327,0.3053
0.7062,0.7021,0.0128,0.0622
0.4919,0.2632,0.0147,0.3202
1.0359,0.6374,0.2484,0.0112
1.1149,0.2106,2.0291,0.0043
0.1791,2.6624,0.5664,0.1831
1.4114,0.3201,1.2563,0.0036
0.5354,0.1351,0.0061,0.003
1.8877,0.3153,0.2416,0.0797
0.2481,1.6811,2.1225,0.0127
0.0107,0.0628,0.0463,0.0094
1.2739,0.069,1.0451,0.0143
0.017,1.5429,0.017,0.0118
0.0211,0.7052,0.2881,0.0744
0.0164,0.0012,0.4353,0.0149
0.1879,1.5458,0.2935,0.0001
0.011,0.006,0.0106,0.1747
0.8685,0.0149,0.0021,0.279
0.0096,2.4683,0.2155,0.0088
0.0059,0.2784,0.3314,0.0109
0.219,0.285,0.2519,0.2778
0.0084,0.2775,0.0194,0.0176
0.2349,0.3102,0.3347,0.024
0.2212,0.0695,0.3174,0.0227
0.309,1.653,0.0368,0.0265
0.9502,0.0443,0.6134,0.2455
0.0259,0.1447,1.0388,0.1939
0.0224,0.4435,0.0051,0.0789
1.7404,0.0024,0.2389,0.0193
0.0399,0.0699,0.019,0.1582
0.0197,0.1767,0.0966,0.3094
0.2475,0.3418,2.1287,0.0062
0.2485,0.8166,0.3229,0.002
0.1861,0.2881,2.0482,0.0149
0.1567,0.345,0.0458,0.0003
0.8927,0.3212,1.2181,0.0164
0.1582,0.0669,0.0257,0.0764
0.0209,2.6455,0.6133,0.0662
1.3447,0.2923,0.0408,0.091
1.0496,0.246,0.3463,0.1144
0.6724,0.0005,3.1197,0.0076
0.0077,1.672,0.307,0.0078
0.2482,1.3045,0.0438,0.0336
0.5176,0.0009,0.0147,0.0115
0.0414,1.0925,0.3262,0.0137
0.1587,0.3236,0.2056,0.0144
1.3535,0.0392,1.2266,0.0196
0.3304,0.3428,0.0135,0.0129
0.0413,0.2789,0.0684,0.0089
0.4909,0.284,1.0249,0.2316
1.4232,0.1755,1.0905,0.0118
0.0852,0.2014,0.198,0.0002
0.0087,0.0161,0.2501,0.0072
0.1574,0.2085,0.0037,0.0127
0.02,0.2775,0.0372,0.0249
0.0197,0.3204,0.009,0.0708
0.5068,2.4425,1.9778,0.0045
2.329,0.3408,0.0162,0.0002
0.1807,0.2779,1.2592,0.1619
0.2035,1.1246,0.097,0.0003
0.5218,0.6664,0.1922,0.0351
0.0236,0.7036,0.0149,0.0237
1.9171,1.6421,0.0149,0.1726
1.417,0.2829,1.1536,0.0152
0.3444,0.2853,0.0132,0.0382
0.0202,1.9603,0.0158,0.1619
1.4046,0.6668,0.0098,0.1116
0.0091,1.1066,0.0423,0.0814
0.5484,0.0005,0.3988,0.0235
0.7064,0.0009,0.0038,0.0377
0.5013,0.1279,0.2678,0.0205
1.4096,0.0692,0.3268,0.0087
0.406,0.0578,3.0294,0.004
0.1658,0.1875,0.4325,0.071
0.6784,1.8908,0.0166,0.1023
0.3343,0.203,0.2956,0.0565
0.0157,0.2942,0.2922,0.0161
3.2725,0.4699,0.0267,0.0009
0.0409,0.5118,0.0087,0.0099
0.0081,0.0429,0.0165,0.0934
0.0097,0.0172,0.5668,0.0002
0.5305,0.3199,0.0428,0.0077
0.2486,1.6235,0.0649,0.0135
0.0422,0.1783,0.018,0.0817
0.501,1.9153,0.2547,0.0782
3.2549,0.0695,0.5677,0.0094
0.0092,0.3231,0.0424,0.0166
1.3636,0.0665,0.0469,0.0733
0.2354,0.2065,3.1102,0.0152
0.0202,0.187,0.3214,0.3185
2.0232,0.0668,0.2394,0.0006
0.0075,0.1764,0.0741,0.0955
0.5192,0.0015,0.0116,0.011
0.2492,0.0007,0.4084,0.0042
0.0175,1.1079,0.0116,0.0668
0.3573,0.3112,0.2089,0.0793
1.3648,0.0449,0.0117,0.0771
2.0309,1.9146,0.2926,0.001
0.0104,0.2041,1.0668,0.0076
0.0972,0.1387,0.0472,0.0194
0.2398,0.738,0.1771,0.0025
0.2297,0.0454,1.9341,0.0232
0.1872,0.2332,0.5666,0.0013
0.1872,2.0121,3.1518,0.0745
0.16,0.0012,0.031,0.0217
0.9567,0.0011,0.041,0.1831
0.1605,0.2039,0.6128,0.1772
0.2335,0.7408,0.0193,0.1614
0.1903,0.0397,0.0997,0.0208
1.065,0.799,0.1725,0.0762
0.2179,0.3321,0.0047,0.0056
0.8991,0.2074,0.2531,0.0109
0.0212,0.3196,0.5671,0.0778
0.0206,1.5247,0.0054,0.0004
1.4246,1.1735,2.09,0.017
0.026,0.0024,0.2476,0.0337
0.9397,0.0016,0.18,0.0211
0.0195,0.2802,0.2298,0.3076
0.1384,0.1625,0.2051,0.0007
0.9612,0.7581,0.4079,0.0388
0.2338,0.2085,0.2413,0.0354
0.0072,0.2009,0.0128,0.292
0.0124,0.0415,0.0046,0.2802
0.0093,1.1112,0.4069,0.0104
0.3317,0.1747,0.0436,0.0009
0.3389,0.0686,0.0132,0.0773
0.0087,0.0158,0.6134,0.0156
0.7368,0.1874,0.0423,0.1806
2.3383,0.0166,0.2523,0.0117
0.0096,0.3201,3.4572,0.0003
0.0084,1.5756,0.6121,0.0107
2.4874,0.6703,0.2216,0.0537
0.4936,0.4946,0.2504,0.0747
0.6966,0.0647,0.4241,0.0015
0.1619,1.54,0.4258,0.0258
0.5135,0.2889,0.2124,0.0962
2.3674,0.1871,0.0154,0.0159
2.0518,0.3038,3.1475,0.0299
0.0086,0.7369,0.2964,0.0065
0.3131,0.1811,0.3636,0.1821
0.1155,0.6395,0.3982,0.0005
0.3134,0.3445,0.3147,0.0028
0.0068,0.3441,3.408,0.0254
0.1802,0.0217,0.0412,0.2294
2.9295,0.0174,0.0125,0.2358
0.3939,0.2024,0.2546,0.0985
0.2171,0.309,0.0461,0.0005
1.3618,0.0412,0.013,0.0016
0.5024,1.6614,0.2561,0.0119
0.0248,0.0038,0.2248,0.0344
0.5151,0.0941,0.2546,0.0089
0.936,0.3186,0.3465,0.0112
0.1667,0.5965,0.0115,0.2122
0.011,0.513,0.2296,0.0085
0.2486,1.6752,0.5667,0.0787
0.0096,0,0.2957,0.0339
0.4995,0.3062,0.0202,0.0143
0.1599,0.7355,1.1446,0.0752
0.0196,2.4845,1.0692,0.3119
0.1617,0.1914,0.019,0.0001
0.4867,0.3793,0.3327,0.1867
1.3774,0.4428,3.1155,0.036
0.1528,0.2772,0.2584,0.081
0.4632,0.3212,0.0939,0.0551
0.4952,1.485,1.9856,0.0824
0.0083,0.1097,0.2984,0.0105
0.0061,0.3435,3.0427,0.0107
0.7056,1.9115,0.2321,0.0161
0.2003,0.0453,1.2207,0.1927
0.4554,1.3337,0.2444,0.003
0.0118,0.0123,0.317,0.0102
0.0436,0.0191,1.2068,0.0141
0.5367,0.1861,0.2349,0.0694
0.0209,0.0016,0.0211,0.1857
0.0201,1.8889,0.24,0.0097
0.0073,1.1781,0.2633,0.0216
0.4504,0.1772,0.2102,0.0785
0.2528,0.1792,0.3901,0.0047
0.1994,0.0721,0.0054,0.0779
0.0085,0.146,0.3463,0.0495
0.1587,0.3429,0.0133,0.0105
0.1999,0.2149,0.234,0.0253
0.1592,0.1773,0.3863,0.0082
0.006,0.0165,0.2318,0.0347
1.4165,0.2841,0.0193,0.0096
0.4703,0.0137,0.2101,0.0799
0.1588,1.6897,0.0153,0.0066
0.012,0.0172,0.3223,0.0122
0.2197,2.6219,0.2445,0.1148
0.7009,0.436,0.0172,0.0248
2.3055,0.2781,0.0126,0.0213
0.2247,0.0003,2.1116,0.0232
0.9965,0.0425,0.4378,0.0346
0.5203,0.1295,1.1682,0.0126
0.5317,0.3406,0.4338,0.0006
0.234,1.6768,0.0182,0.0775
0.2042,0.2078,0.3087,0.03
0.1644,0.2812,0.0177,0.0795
0.1422,0.7818,0.1763,0.3091
0.2468,0.0434,0.3784,0.0453
1.6971,2.5708,0.0203,0.0087
0.1575,0.044,1.2157,0.0004
0.7054,0.0183,0.0296,0.0228
0.3435,0.108,0.0144,0.0094
0.7333,0.4957,0.0205,0.0346
0.2297,0.2953,0.0441,0.0138
0.0194,0.5129,0.4339,0.0007
1.2455,0.0057,0.6128,0.0114
0.0428,0.2416,0.0118,0.0005
0.0219,0.7408,0.0157,0.08
0.0065,0.145,1.1298,0.0349
0.287,0.467,0.2239,0.0007
0.2245,0.0007,0.0135,0.0091
1.8465,0.0634,0.0124,0.0037
0.2169,1.5125,0.0042,0.0349
0.7397,0.0184,0.0181,0.0136
1.3555,0.3234,0.0186,0.1925
0.667,1.086,0.3319,0.1588
1.7311,0.1966,0.0134,0.0208
0.1612,0.284,0.2949,0.0075
0.0097,0.0652,1.2694,0.1773
0.0242,1.0827,2.1348,0.0006
0.0934,0.6972,0.0189,0.0006
0.011,0.3125,0.0203,0.0053
0.2078,0.0014,0.3855,0.0806
0.5216,0.6097,0.0131,0.0755
0.2281,1.4855,1.1836,0.2371
0.0306,0.3234,3.5214,0.0095
1.3503,0.32,0.2939,0.281
0.024,0.3426,0.0208,0.2871
0.0266,0.0764,0.0168,0.0287
0.5092,0.3427,0.0941,0.0091
0.737,0.3436,2.028,0.0798
0.1645,0.0001,2.0274,0.0208
0.0196,0.0225,0.2581,0.3101
0.6889,0.1787,3.1691,0.0083
0.9045,0.3774,0.0186,0.0092
0.0165,0.202,0.0433,0.1871
0.0103,0.016,0.3235,0.0963
0.3314,0.183,0.2139,0.0348
0.5156,0.0504,0.3403,0.1883
0.0209,0.3717,0.2218,0.0273
0.7337,0.0426,0.3237,0.0112
0.1585,1.5732,3.4032,0.0234
0.1655,0.0218,0.4215,0.0768
0.0102,0.3231,0.016,0.0428
0.0104,0.1757,0.0129,0.0118
0.0105,0.2325,0.1776,0.009
0.0064,2.6435,0.0137,0.013
0.1508,0.0168,1.1233,0.3082
2.9225,0.1724,0.187,0.3162
0.3562,0.2771,0.3257,0.0951
0.3124,0.2252,0.0215,0.0029
0.0094,0.3663,0.0052,0.0089
0.8761,0.2794,0.0269,0.0608
0.0178,0.2801,0.5669,0.0072
0.2028,0.3824,3.1261,0.0601
2.3041,0.0471,0.0164,0.0964
0.4947,0.1001,0.0409,0.0079
0.0104,1.3281,0.0045,0.1741
0.1011,0.2793,1.208,0.0421
0.0107,0.1742,0.4004,0.3037
0.0598,0.162,2.0587,0.0013
0.3383,0.2323,0.0404,0.0641
0.3408,0.0009,0.3359,0.0071
0.0063,0.3079,0.0171,0.0231
0.0115,1.0824,1.2132,0.0128
0.521,0.3415,3.1822,0.1898
2.0315,0.069,0.0011,0.0163
0.2476,0.3415,0.0459,0.0097
0.8779,0.3605,0.0468,0.0216
0.7006,0.3441,3.3576,0.0091
0.2472,0.2793,1.1343,0.0026
0.0427,0.3191,0.0183,0.291
0.0082,0.3028,0.012,0.1773
0.007,0.2177,0.2249,0.0771
1.0107,0.4882,0.1659,0.2471
0.007,0.2827,2.0978,0.0299
0.0232,0.0066,0.0094,0.035
0.0195,0.0808,0.0072,0.032
0.0448,1.1126,2.0686,0.0195
0.0241,0.6707,0.2283,0.0136
0.0106,0.0681,1.134,0.0134
0.1487,1.8802,0.0281,0.0496
0.5007,0.7357,0.3242,0.0092
1.1038,0.7115,0.0876,0.0761
0.1775,0.0006,0.01,0.0343
0.2645,0.0451,0.1778,0.0011
0.1978,0.3137,0.2939,0.081
0.0089,0.0151,3.419,0.016
0.0086,0.3432,0.5659,0.0013
0.0483,0.1837,1.0414,0.0112
2.0202,0.615,0.6127,0.0093
0.1415,1.6525,0.2318,0.1701
0.2473,0.3204,0.2049,0.0099
0.2497,0.3091,0.0439,0.0113
0.3036,0.3237,0.0118,0.1745
0.0177,0.153,0.0061,0.0006
0.0209,0.024,0.0137,0.1872
2.4531,1.6494,0.0128,0.0111
0.5706,0.0334,0.3714,0.0136
0.3326,1.5672,0.2409,0.0771
0.959,1.5945,0.231,0.0804
0.0211,0.0164,0.0104,0.0195
0.9092,0.0654,0.2142,0.0027
0.2499,0.3415,0.2003,0.0751
0.225,0.0821,0.0434,0.0081
0.3432,0.0226,0.0437,0.1019
2.9295,0.3204,0.197,0.1008
1.3511,0.0685,0.3489,0.0077
0.0077,0.2809,0.0114,0.0056
1.0639,0.1727,0.3167,0.1673
0.0085,0.3209,0.3168,0.0164
1.0268,0.1873,3.3731,0.0223
0.2638,0.4097,2.0775,0.0009
0.4978,0.2815,0.0216,0.0039
0.0428,1.0957,0.3201,0.008
0.0075,1.3571,0.6134,0.0152
0.0401,0.8126,0.1861,0.0134
1.3549,0.2411,0.1973,0.0125
0.2613,0.0613,0.0054,0.286
0.1989,0.1884,0.3024,0.0355
0.0102,0.4383,0.01,0.071
0.4148,0.3202,0.012,0.0764
2.9577,0.3442,0.0106,0.0079
1.5368,2.4549,0.22,0.0346
0.2483,0.0093,0.6138,0.0128
0.9308,0.4919,0.0206,0.0806
0.1601,0.2806,2.0739,0.0074
0.021,0.4358,0.0139,0.0554
0.0094,0.2786,0.0051,0.0127
0.0081,0.4954,0.3149,0.0073
0.0441,0.2789,0.2214,0.0108
