N,2N,3N,I2
0.1581,0.1677,0.2578,0.0968
0.0101,0.3409,0.0141,0.0122
1.5909,0.759,3.1767,0.0102
1.4028,0.1785,0.407,0.0045
0.2265,0.4076,0.0449,0.0093
0.9106,1.9926,0.0161,0.0157
0.046,0.1683,0.2233,0.0845
0.0227,0.342,0.2205,0.0104
0.5988,0.0445,0.017,0.008
0.0204,0.3419,0.0133,0.0211
0.0402,0.0448,0.3988,0.1883
0.9639,2.6258,0.003,0.0076
1.4147,0.3093,0.2107,0.0212
0.0089,0.1137,0.015,0.0322
0.019,0.8317,0.339,0.0095
0.7049,0.3164,0.0175,0.1778
0.0111,1.1276,0.2505,0.0015
0.1607,0.023,0.0411,0.0079
0.0079,0.7021,0.0043,0.0132
2.9245,0.0163,0.4086,0.0104
0.3321,1.0967,0.0209,0.0168
0.249,0.4567,0.2109,0.0058
0.1643,1.6281,0.0172,0.0249
1.9193,0.0014,3.4423,0.0751
0.1578,0.0664,0.35,0.0082
0.0083,0.305,1.252,0.0127
0.5158,0.3427,1.2183,0.0002
0.3482,0.1587,0.0261,0.0367
0.0221,0.7654,0.2489,0.0087
1.239,0.2818,0.295,0.0115
0.517,0.1659,0.0192,0.1739
0.0403,0.0923,1.1349,0.0052
0.1514,0.0005,0.0182,0.0073
0.2446,0.4375,0.0126,0.0091
0.4977,0.4166,0.0163,0.0473
0.6975,0.1882,0.4011,0.0149
0.0118,0.4349,0.4039,0.001
0.0208,0.0166,0.0861,0.1797
1.8866,0.1755,0.2083,0.0037
0.0186,2.5064,0.3451,0.0023
0.2188,1.6173,0.0194,0.0005
0.0083,0.1265,0.2936,0.0465
0.0091,0.0021,1.2066,0.0169
0.4975,0.7461,0.3436,0.0955
0.0083,0.3903,0.2287,0.1811
1.411,0.1959,0.0028,0.001
0.4922,0.7629,1.2039,0.0002
0.7349,0.2786,0.0032,0.0773
1.4215,0.1491,0.0464,0.0196
1.3982,1.102,0.0207,0.0153
0.5329,0.2842,3.1038,0.0001
0.0074,0.0672,0.0409,0.006
0.1745,1.653,0.5668,0.0089
0.371,0.2793,0.2137,0.041
1.3499,0.4466,0.0946,0.0334
0.0046,0.2046,0.0192,0.0798
0.0062,0.2813,0.2426,0.114
0.0218,1.8895,0.6126,0.0124
0.6824,0.3109,0.2946,0.0141
0.1635,1.5439,0.0474,0.0281
0.1596,0.2914,2.1032,0.0225
0.1536,0.1471,0.4205,0.0097
0.0077,0.146,1.1224,0.0658
0.0463,0.0947,0.0078,0.0326
2.403,0.3232,0.3436,0.006
0.0109,0.0159,0.0075,0.0078
1.3798,0.1861,0.0316,0.0071
0.2472,0.0006,0.2387,0.0138
0.5015,0.0686,0.613,0.0708
0.3438,0.2794,0.0437,0.0003
0.5139,0.2026,0.0181,0.0169
0.0096,0.3237,0.0132,0.0241
0.4285,1.5653,0.014,0.0039
0.2116,0.0115,0.0123,0.1092
1.0589,0.1064,0.2108,0.0316
0.7242,0.1459,0.0184,0.0314
2.9627,0.0733,0.004,0.0008
0.1352,0.0691,0.042,0.008
3.2074,0.3128,0.2031,0.0076
0.1588,0.0187,0.0893,0.0138
0.5299,0.323,0.2044,0.2275
0.0222,1.5357,0.4358,0.0255
0.0211,0.068,0.019,0.013
0.0108,0.1735,0.0218,0.295
0.5107,0.3235,0.1957,0.0231
1.4257,0.0005,0.2475,0.1775
2.3161,0.2805,1.9739,0.0796
0.0085,0.0413,0.0199,0.0778
0.0185,0.0407,0.0137,0.0755
0.6088,0.1206,0.0094,0.0123
1.068,0,0.336,0.007
0.2153,0.1751,0.2516,0.2748
0.0785,1.6132,0.2446,0.2892
0.5043,0.6216,0.2921,0.2823
0.2325,1.1253,0.0218,0.1773
1.0255,0.4546,0.0052,0.0066
0.497,0.3178,0.0116,0.2107
2.05,0.0019,1.2242,0.0894
0.0126,0.02,0.0406,0.0029
0.2335,0.0456,0.0422,0.0019
0.5394,0.7797,0.0132,0.0131
0.0401,0.3204,0.3781,0.3037
0.5575,0.0003,0.2208,0.2241
0.162,0.0442,0.0144,0.0068
0.3523,0.0659,0.2524,0.2396
0.1593,0.0405,0.2543,0.0016
0.4953,0.0013,0.211,0.0528
0.0427,0.4886,2.047,0.0198
0.249,0.044,0.0832,0.0094
0.3031,0.0735,0.0029,0.0072
0.312,0.0391,0.392,0.0039
0.2258,0.7825,0.2444,0.0001
0.1606,0.2798,0.2317,0.0182
0.2235,0.4568,0.2499,0.2801
0.0425,0.6365,0.2515,0.1895
0.3169,0.0949,3.3984,0.0133
0.3639,0.3036,0.2148,0.0033
0.2965,0.018,0.3209,0.0375
0.3103,0.3233,0.4343,0.078
1.352,1.9642,0.0079,0.0007
0.1631,1.68,0.0174,0.2058
0.04,0.6982,0.4115,0.0808
0.0215,0.0405,0.2099,0.0096
1.4156,0.0646,0.2927,0.0134
1.3478,0.2908,0.015,0.0769
0.4777,0.0444,0.0088,0.0134
2.4431,0.0419,2.0109,0.2908
0.008,0.3129,0.2107,0.0118
0.1508,0.6475,0.2127,0.3062
0.0439,1.3061,0.0083,0.0772
0.1155,0.3974,0.0147,0.0814
0.5794,0.233,0.4022,0.0123
0.2234,0.4879,0.004,0.0775
0.5146,0.1842,0.012,0.0077
1.0251,0.7373,0.0411,0.0097
0.7049,0.1879,0.0168,0.0078
1.0215,0.2851,3.2545,0.0042
0.2378,0.1145,1.0694,0.0173
0,0.3416,0.0284,0.3115
0.3414,0.2796,0.0437,0.0789
1.5711,0.322,0.0012,0.0402
0.4951,0.1247,0.0973,0.2178
0.009,0.3212,0.4235,0.0001
0.5033,0.344,2.0716,0.3048
0.0259,1.9655,0.244,0.0639
1.9875,1.8144,1.2047,0.0357
0.0123,0.7643,0.3165,0.0308
0.0889,1.0422,0.004,0.0335
0.2326,0.3079,0.2075,0.0283
1.6329,0.7058,1.0604,0.0526
0.0072,0.7882,0.0188,0.037
0.173,0.4158,0.1911,0.0008
1.248,0.2138,0.0193,0.0138
0.9977,0.0426,0.0093,0.0788
0.01,0.2023,0.1952,0.0252
0.1943,1.6854,0.5695,0.1135
0.5282,2.5995,0.3299,0.027
0.7066,1.1192,0.3209,0.0009
0.0116,0.323,0.0053,0.2855
0.0194,0.1882,0.075,0.0919
1.2222,0.1795,0.0418,0.0276
0.1555,0.017,0.0874,0.109
0.0072,1.5054,3.0642,0.0217
0.4962,0.3427,0.0082,0.0363
0.4875,0.018,0.0127,0.0019
0.2696,0.3776,0.3204,0.009
0.0214,0.3748,0.2455,0.0062
0.0202,0.2827,0.0203,0.278
0.01,1.5668,0.2021,0.001
0.0205,0.0038,0.0116,0.026
0.0068,0.017,0.2157,0.0232
0.6584,0.3447,0.0437,0.3388
0.2071,0.0415,0.3283,0.0003
0.2456,0.3156,2.9803,0.002
0.165,2.4505,3.3707,0.3065
0.3578,0.2857,0.2145,0.1221
0.9574,0.0164,2.1268,0.2474
0.0432,1.5628,0.3397,0.0116
0.0201,0.2037,0.435,0.1789
0.1789,0.015,0.0169,0.001
2.8608,0.3187,0.0208,0.0269
0.1941,1.9973,0.317,0.1734
1.3496,2.71,3.1133,0.0437
0.0454,0.1503,0.2121,0.0151
0.0099,0.2017,0.0036,0.0001
0.012,1.6036,0.0395,0.009
0.2492,0.0671,0.2933,0.0217
0.1595,1.337,0.0134,0.1674
0.6049,0.7103,0.3266,0.0797
0.0067,1.1176,0.0187,0.1816
0.251,0.2045,0.0413,0.0977
0.1589,0.069,0.3708,0.0097
1.4022,0.1692,0.0026,0.0003
0.0175,0.2837,0.0124,0.182
0.1687,0.6962,0.3211,0.1138
0.2858,0.4048,0.004,0.0746
0.2354,0.0168,0.0353,0.1708
2.3169,0.2903,1.1306,0.1694
0.3346,0.3103,0.0165,0.0296
0.0244,0.2032,0.3453,0.0223
0.6975,0.0482,0.2147,0.0012
0.1796,0.3223,0.0454,0.0139
1.4153,0.2786,0.0097,0.0775
3.2596,0.7561,0.0047,0.0079
0.2407,0.4935,0.0011,0.0297
0.0081,0.4238,1.1216,0.0251
0.2776,2.5037,0.0127,0.0029
0.3044,0.7389,0.2127,0.0016
0.3053,1.6478,0.0118,0.0738
0.0432,0.3149,1.9973,0.0028
0.144,0.0001,0.4349,0.0106
0.162,0.1445,0.0421,0.0024
0.7085,0.0672,0.5687,0.0008
0.5007,0.2784,0.2284,0.0748
0.4997,0.281,0.0207,0.1733
0.4949,0.0156,0.2014,0.0159
0.2316,0.2867,0.019,0.0929
1.2688,0.2815,1.2551,0.0965
0.0243,0.1923,0.0143,0.183
0.6999,0.1838,0.4262,0.0193
0.7067,0.0159,0.2231,0.1693
0.4928,0.323,0.0083,0.019
0.0083,0.3447,0.0178,0.0024
0.2483,0.0013,0.3778,0.0105
0.9552,0.3235,0.3353,0.2825
2.3347,0.003,0.2224,0.1923
0.329,0.0063,3.3576,0.0296
1.9951,0.3762,0.2509,0.2209
0.6009,0.3606,0.4067,0.0081
0.1635,0.0001,0.2196,0.0179
0.0203,0.0824,2.1177,0.1177
2.0315,0.4963,0.0212,0.002
0.5121,0.0403,0,0.0056
0.1596,0.0074,0.0182,0.0798
0.0206,0.2051,0.1859,0.0352
0.3992,0.1911,0.0144,0.2098
0.0116,0.3169,0.0163,0.3131
0.2163,0.3198,3.4362,0.0015
0.0118,0.2015,0.3314,0.0029
0.0101,0.0153,0.0465,0.0027
0.0196,0.0179,0.613,0.0218
0.0081,0.3813,0.0161,0.0951
0.2478,0.0417,0.3362,0.0014
0.3148,0.696,2.0592,0.0006
1.1038,0.1243,0.3279,0.18
0.5173,0.3187,1.2603,0.0299
1.1233,0.1462,0.0128,0.001
0.3383,0.1508,0.0191,0.0875
0.3103,0.8065,0.2505,0.0182
1.3591,0.0159,0.0441,0.0191
1.0556,1.5746,0.2355,0.0105
0.942,0.0528,1.958,0.3126
1.2149,0.3435,1.1188,0.2445
0.2473,0.3625,0.012,0.3069
0.2429,0.0165,0.2239,0.0062
1.5058,0.0677,0.0181,0.0347
0.5154,0.1757,2.1274,0.0301
0.7355,0.2839,0.2229,0.1021
0.0198,0.1018,0.0148,0.017
0.3551,1.6551,0.0037,0.0012
1.4376,0.0007,2.0882,0.2763
0.1749,0.1692,3.1713,0.1601
0.0207,1.074,1.1267,0.0075
0.0068,0.2797,3.1293,0.0033
0.1615,0.3226,0.3315,0.0052
0.2449,1.5732,0.0097,0.0082
0.5113,0.0595,0.0459,0.0162
0.0064,0.7745,0.3323,0.0729
0.1456,0.0641,0.569,0.0001
0.1588,0.0741,0.0121,0.2313
0.0135,0.7776,1.1112,0.1766
0.0903,1.8765,0.2936,0.0079
0.0265,0.204,0.0196,0.0021
0.024,0.2773,0.012,0.1782
0.0074,0.0163,0.2101,0.0019
0.2471,1.7939,0.0426,0.013
0.5147,0.3191,0.4386,0.0045
0.2167,0.0696,3.1539,0.0082
0.1842,0.2043,0.3333,0.3022
0.0094,0.3222,0.0009,0.0475
0.5331,0.2034,2.1201,0.0556
0.0116,0.3195,0.019,0.0081
0.0253,0.3447,0.019,0.021
0.2442,0.0178,1.2185,0.0801
0.0082,0.0157,0.2511,0.3486
1.4303,0.2931,0.0163,0.0284
0.0119,0.0117,0.0203,0.0744
0.0115,0.1842,0.3308,0.0093
1.9847,0.0943,0.1922,0.3196
0.0452,0.0181,3.4884,0.0067
0.021,0.2825,0.0032,0.006
0.1496,2.4434,0.0137,0.0035
0.0401,0.2836,0.0855,0.003
0.1856,0.282,0.0095,0.008
0.0193,0.3089,0.0079,0.0097
0.2405,0.1868,0.247,0.0354
0.193,0.4387,0.0754,0.0068
0.527,0.8027,0.2353,0.0015
0.0067,0.0009,0.0198,0.0203
0.5293,0.2119,0.3139,0.0358
0.5283,0.0173,0.0128,0.0096
0.5336,0.2965,0.0179,0.298
0.0097,1.0728,0.3476,0.0081
0.0238,0.3416,0.2145,0.0135
0.0204,0.0469,0.0201,0.009
1.3826,0.015,3.0839,0.0253
0.2655,0.3417,0.0121,0.0009
0.0217,0.1808,2.1508,0.0211
0.6788,0.1756,0.0172,0.1894
0.1628,0.0164,0.0283,0.0009
2.2616,1.098,0.2972,0.2892
2.3948,0.2777,0.0052,0.0772
0.2256,0.4986,0.018,0.0065
0.0123,0.1751,0.4412,0.0021
0.9773,0.0262,0.3492,0.0091
1.8557,0.1847,3.3223,0.0823
0.044,0.3225,3.3223,0.1154
0.0451,0.1512,0.1805,0.0348
0.0432,0.2814,0.2459,0.0092
0.0206,1.7662,0.0032,0.0103
0.4218,0.0722,0.6121,0.0063
0.2628,0.0713,0.2441,0.0209
0.6039,0.0684,0.0281,0.0008
0.0068,0.2077,0.005,0.0483
0.0419,0.0699,0.0019,0.0231
0.4964,0.0692,0.0141,0.0142
0.6726,0.2027,0.0214,0.0075
0.7351,0.0448,0.0136,0.0067
0.0103,0.0559,0.021,0.0088
0.4933,0.081,2.0149,0.0149
0.0124,0.3447,2.0378,0.0805
1.4426,0.0167,1.2183,0.0017
0.0255,0.0656,3.0829,0.0321
1.4029,0.1518,0.1785,0.0328
0.0389,0.0001,0.027,0.0074
0.0221,0.0641,0.2262,0.0011
0.4979,0.2059,0.0044,0.0251
0.5141,1.9518,0.0166,0.0505
0.2159,0.0902,0.2974,0.0212
0.008,0.7013,0.2277,0.0026
0.2261,0.2056,1.2116,0.0045
0.1555,0.2044,0.0124,0.0844
0.2479,0.067,0.0415,0.0822
0.2485,0.002,0.2404,0.2288
0.253,2.6554,0.327,0.0758
0.7331,0.3203,0.0305,0.0041
0.0207,0.0638,0.0208,0.0036
0.0229,0.0542,0.0118,0.0084
0.5034,0.0042,0.0158,0.1731
0.959,0.8322,3.1282,0.0811
0.3118,2.1149,0.0739,0.0252
1.1069,1.1901,0.2511,0.2323
1.3616,0.4611,1.1842,0.0737
1.3513,2.1034,0.6129,0.0126
0.5174,0.0158,0.0117,0.0664
0.2484,0.2014,1.1143,0.1143
0.6281,0.6945,0.0132,0.3148
0.3459,0.0167,0.0793,0.3175
0.3346,1.0876,0.567,0.0018
1.8061,0.3443,0.1657,0.0895
1.3646,0.07,1.1398,0.0171
0.0171,0.2063,2.1056,0.3044
2.1139,0.2818,0.0057,0.3149
1.932,1.8227,0.0123,0.0088
1.0411,0.1841,0.0082,0.0148
0.191,0.3075,0.2844,0.0003
0.2228,0.3439,0.3211,0.0072
0.15,0.1895,0.0177,0.0018
2.3485,0.3063,0.0046,0.2285
0.0078,0.0209,1.1773,0.0363
0.0428,0.0719,3.3458,0.0851
0.2217,0.0175,0.6125,0.0139
0.7032,0.3195,0.0017,0.0078
0.58,1.3571,0.0169,0.0055
0.4648,0.4331,0.328,0.0158
0.0126,0.3408,0.006,0.0085
0.1579,0.3221,0.3318,0.0012
0.045,0.0001,1.1241,0.0135
0.0103,0.3146,0.045,0.0096
0.0408,0.1691,1.2058,0.0354
1.4157,1.5648,0.0129,0.0166
0.9168,1.8883,0.231,0.0419
0.159,0.344,0.3393,0.119
0.0066,0.0699,2.1608,0.0102
0.0244,0.2807,0.0071,0.0761
0.1603,0.0401,3.5036,0.0416
0.0084,0.3063,0.2306,0.0833
0.0067,2.4755,0.2193,0.1795
0.0077,0.0704,0.2345,0.0512
0.0131,1.5945,0.0122,0.0246
0.7332,0.1799,0.01,0.1701
0.3062,0.3408,0.0847,0.0221
0.0405,0.4963,0.1836,0.0076
0.0984,0.2041,0.2592,0.3269
0.0088,0.3427,0.0068,0.0006
0.0066,0.0138,0.2643,0.0059
0.0068,0.7385,0.0043,0.0215
1.3646,0.0439,0.3678,0.1625
0.2231,0.0665,0.0102,0.281
0.531,2.0264,0.0125,0.0157
0.1593,1.0645,0.6136,0.3094
0.1569,0.491,0.2228,0.0104
0.7047,0.3092,0.0191,0.0318
0.4965,0.3725,0.2192,0.1852
1.3505,1.6148,0.0186,0.0014
0.5568,0.0169,0.2914,0.0598
0.5224,0.3225,0.0149,0.092
0.2464,0.4918,0.0449,0.0158
0.0078,0.0151,0.3187,0.1786
1.9841,0.0231,0.2132,0.0099
0.6983,0.106,0.2682,0.0563
0.2642,2.0898,3.3517,0.313
1.73,0.3232,0.3913,0.004
0.1608,0.7004,0.0164,0.0356
0.287,0.2198,2.0876,0.2269
0.0185,0.3429,0.3231,0.0305
0.0397,0.5115,0.238,0.0006
0.0254,0.3068,1.969,0.1736
0.0078,0.2431,0.2528,0.2854
0.0192,2.71,1.0394,0.3129
0.1456,0.2817,0.3249,0.0926
0.501,0.0015,1.1115,0.0009
0.02,0.3213,0.014,0.0253
0.4132,0.2019,1.0735,0.008
0.0191,1.3555,0.2125,0.0032
0.0361,0.0469,3.3707,0.0095
0.2134,0.0168,0.2123,0.0159
1.0178,0.0668,0.2388,0.003
0.0085,0.3211,0.568,0.2909
0.6735,0.7494,0.0159,0.0135
1.9111,0.5135,0.2312,0.0749
0.1839,0.7654,0.0115,0.0234
0.1624,0.0723,0.0062,0.01
0.1639,1.8358,0.0448,0.0235
0.2473,0.7736,0.0069,0.023
0.0193,1.5806,0.0154,0.006
0.176,0.0675,0.0249,0.0077
0.0096,0.0427,1.1241,0.031
0.2088,1.6358,2.081,0.0877
0.2345,0.2038,0.0745,0.0021
0.0418,0.001,0.1993,0.0212
0.0204,0.3098,0.3442,0.0031
1.2276,0.0048,0.0044,0.0062
0.1624,0.0258,0.235,0.0122
0.0434,0.042,2.1639,0.319
0.6634,2.0991,0.0116,0.0022
0.2488,0.3203,0.0398,0.0038
0.7339,0.3436,0.0177,0.0161
0.0086,0.3059,0.0152,0.1035
0.2497,0.0007,0.0161,0.0023
0.2386,1.3366,0.6129,0.182
0.0215,0.7331,0.0048,0.0005
0.0417,2.4425,0.0161,0.0441
0.3295,0.0423,0.2212,0.0093
0.0071,0.07,0.3337,0.0083
0.4957,0.0098,1.1289,0.0086
0.3186,0.4952,0.3203,0.1769
0.2333,0.5713,0.0198,0.0282
0.1579,0.3022,0.3165,0.1881
1.4127,1.8251,0.0322,0.0076
0.3761,0.2044,1.1429,0.1778
0.3346,0.3015,1.257,0.0149
0.6702,0.1822,0.215,0.032
0.0198,2.5027,0.0019,0.0314
0.0093,0.4611,0.0117,0.0241
1.7397,0.1116,0.0189,0.1892
0.2035,0.3609,0.0166,0.0199
0.0211,0.323,0.3298,0.0006
1.424,0.3099,0.0143,0.0125
0.0107,0.3094,0.0191,0.0115
0.019,0.344,1.9536,0.0295
0.6972,0.4347,0.0117,0.0827
0.0067,0.303,0.0072,0.0834
0.019,0.1784,0.0435,0.3121
0.1904,2.0135,0.2923,0.0121
0.1463,0.1455,0.2534,0.0768
0.0084,0.042,0.3261,0.2778
0.1978,0.1763,3.4374,0.0102
0.0228,0.0152,0.0142,0.0056
0.0093,0.6939,1.2662,0.0071
0.0441,0.2788,0.0429,0.1019
0.2286,0.3226,0.2917,0.0643
0.0104,1.171,0.324,0.0018
0.008,0.5107,0.3253,0.0224
0.5197,0.1399,0.0352,0.0608
0.0241,0.069,0.0441,0.0123
0.0202,0.5145,0.0186,0.0118
0.0072,0.6441,0.3186,0.006
0.2496,0.7331,0.0039,0.0223
0.3367,0.343,3.1724,0.0189
0.2287,2.6219,0.0173,0.0021
0.0175,0.4149,0.3398,0.009
0.0094,0.3453,0.0329,0.0812
0.2493,0.3055,0.5667,0.0096
0.2496,0.2813,0.2381,0.1588
1.9221,0.0069,0.208,0.0338
0.0218,0.1408,0.0427,0.0838
0.8923,0.2843,0.0211,0.073
0.3161,0.0162,1.2831,0.0111
0.0249,0.0003,0.4189,0.0152
0.0219,0.2479,0.2592,0.0115
0.1601,1.8698,0.2296,0.0084
0.5334,0.4981,0.5687,0.0319
1.3501,1.8233,1.9433,0.2329
0.0083,0.3444,0.0164,0.0752
0.2676,0.0989,0.5674,0.002
0.0099,0.0705,0.258,0.0099
1.8457,0.1513,0.019,0.0233
0.0241,0.3444,0.5698,0.1912
0.0209,0.2017,0.0034,0.004
0.0216,0.0437,0.2368,0.0742
1.3577,0.1775,0.3275,0.0023
0.0065,0.4462,0.2103,0.0984
0.4932,0.3655,3.2681,0.113
0.1472,0.0704,0.0162,0.2474
0.9427,1.5786,0.0119,0.001
0.3237,0.0432,0.3304,0.0035
0.0526,0.0468,0.2511,0.0258
0.0455,0.3445,0.2079,0.0338
0.0095,0.3428,0.0111,0.0736
0.2513,0.8092,0.0462,0.0137
0.0069,1.6011,0.043,0.0764
2.019,0.1153,0.0064,0.0026
0.0236,1.1189,0.0464,0.0122
0.2473,0.0466,0.0607,0.0385
0.0108,0.2777,0.293,0.0342
0.1449,0.3445,0.0168,0.0108
0.1599,0.1488,0.1803,0.0198
0.149,1.8352,0.2559,0.1601
0.232,1.3084,0.0425,0.0264
0.159,0.0012,1.2623,0.0123
0.1709,0.2791,0.0187,0.0217
0.5326,1.9787,0.0444,0.0012
0.2424,0.4764,0.0213,0.0275
0.6692,0.0636,0.0157,0.0195
2.2964,0.1495,0.2162,0.1141
0.3546,0.183,1.1135,0.0003
0.7373,1.0853,1.0628,0.0038
1.7751,0.1765,0.3144,0.0831
0.3054,0.0439,0.2471,0.1766
0.0194,0.7747,0.2122,0.0111
0.2461,0.2781,0.0313,0.0069
0.165,0.3077,0.002,0.0042
0.2472,1.594,0.0207,0.2458
0.1962,0.1275,0.2132,0.065
0.3092,0.0186,0.0187,0.019
1.3675,1.1249,0.4323,0.0288
0.6019,0.286,0.612,0.1911
0.0418,0.5901,1.1298,0.0047
1.8258,0.7722,0.2436,0.1579
2.0038,0.7675,1.2832,0.2762
0.0091,0.3442,0.1859,0.0118
0.0126,0.1772,1.2092,0.0259
1.987,0.1839,0.0408,0.0105
0.0435,1.3244,0.3294,0.0334
1.3754,0.2035,0.322,0.0032
0.3125,0.0635,0.0169,0.0083
0.0016,2.0223,0.0109,0.036
3.2951,0.2764,1.1346,0.0337
0.0028,0.1008,0.3304,0.1793
0.0111,0.344,0.0099,0.1905
0.0171,0.1821,0.0437,0.0169
0.508,0.7036,0.0116,0.0345
0.5311,0.3439,0.239,0.0015
0.3327,0.6964,0.0178,0.0796
0.7324,1.4924,0.0056,0.0017
0.1632,0.2337,0.0135,0.0026
0.0081,0.2814,3.3803,0.0079
0.0445,0.2905,0.0191,0.0086
3.2891,2.0834,3.0933,0.0021
0.2301,1.0811,1.2741,0.0015
0.5241,1.5348,0.0442,0.0733
0.4926,0.0524,0.1941,0.3133
0.0251,0.0696,0.0404,0.0209
1.9732,0.0146,0.0012,0.0146
0.018,0.261,0.0144,0.0082
1.3515,0.0151,0.0133,0.0229
0.531,0.0427,0.0132,0.0284
0.2469,0.0714,0.0123,0.3181
1.8368,0.2028,1.134,0.0244
0.0057,0.3188,2.0058,0.0089
0.0212,0.7873,0.0183,0.0201
0.4845,0.0063,0.4352,0.0762
1.4208,0.0019,0.0169,0.0262
0.0051,0.2798,0.1875,0.011
0.2289,1.1212,0.6132,0.071
0.0104,0.3416,0.0367,0.0023
0.1617,0.0189,0.0411,0.0165
0.0076,0.4576,0.0148,0.035
0.3141,0.0605,0.08,0.0034
0.0086,0.3449,0.047,0.0098
0.2065,0.2817,0.0785,0.0001
0.495,0.1925,0.2635,0.08
1.428,0.3418,2.0781,0.0329
0.0042,0.0183,0.2188,0.178
0.1506,0.2811,0.4103,0.0003
0.1968,0.3779,0.1904,0.0111
0.5203,1.0622,0.3787,0.0052
0.4938,0.2808,0.0362,0.268
0.0245,0.1761,0.2953,0.014
0.1845,0.0426,0.0127,0.1879
0.2042,0.4622,0.0056,0.1899
0.2055,0.0682,0.0449,0.0046
0.0906,0.0692,0.1814,0.0004
1.7044,0.2173,0.2935,0.0324
0.0116,0.2825,0.0044,0.0219
0.0083,1.0782,0.0171,0.0042
0.0236,0.0154,1.1355,0.0185
0.3335,0.3443,0.0416,0.0248
0.4926,0.0003,0.0329,0.0012
0.2049,0.2801,0.2026,0.0192
0.0077,1.3309,0.4237,0.0237
0.2533,2.4425,2.9333,0.1882
0.0098,0.5106,0.0441,0.0222
2.0261,0.702,0.0053,0.0054
0.0434,0.2809,0.3988,0.0042
0.2471,0.0011,0.2376,0.2384
0.3435,0.3232,1.0878,0.0049
0.0013,0.1265,0.2091,0.0215
0.0083,2.4576,0.3236,0.1789
0.0212,0.2022,0.0063,0.027
0.0084,0.4906,3.057,0.0719
0.012,0.0165,0.011,0.0966
0.5794,1.8698,0.004,0.0072
0.5539,0.2049,0.2491,0.0137
0.7064,0.4936,0.4228,0.0142
0.1727,0.2869,0.2624,0.0411
0.0028,0.3218,0.0191,0.0104
0.0198,0.279,1.0705,0.0138
0.2498,0.2852,0.019,0.0001
0.2485,1.5776,0.0443,0.3158
0.4129,0.3204,0.0129,0.0148
0.3441,0.0682,0.0109,0.1888
0.566,0.2788,0.1977,0.0135
0.5167,0.1741,0.2173,0.0234
0.4126,0.048,0.0454,0.0001
1.0195,0.3195,0.0821,0.1623
0.1606,0.0413,0.0037,0.0034
0.1732,0.379,0.4036,0.1757
0.6199,0.3206,0.3206,0.0113
0.1775,0.2811,0.3307,0.0016
0.0212,0.7393,3.4178,0.0158
0.0089,0.2027,0.0091,0.0112
0.5135,0.3151,0.3833,0.006
0.3075,1.6056,0.2939,0.0105
0.9352,0.2805,0.0201,0.3071
0.3289,0.0687,0.0203,0.0137
0.0091,0.0634,0.0194,0.0114
0.02,0.2065,3.1507,0.0183
0.6572,0.0179,0.3487,0.0011
0.2497,0.0706,0.0361,0.0017
0.2273,0.2063,0.0043,0.0628
0.0084,0.0434,0.2539,0.0388
1.4496,2.6317,3.1615,0.0187
0.1672,0.311,0.0413,0.306
0.047,0.3201,0.2304,0.078
0.5016,0.067,0.0195,0.0037
0.0064,1.6374,0.0059,0.0095
0.0065,0.2779,0.216,0.1687
1.1025,2.6554,0.2944,0.0051
1.4223,0.0117,0.2592,0.0265
0.6982,0.3216,3.2841,0.0364
0.1629,0.2839,0.0136,0.0009
1.9789,2.4791,0.0153,0.0189
0.2337,1.3415,0.6133,0.0142
0.1549,1.1728,0.3059,0.0216
0.0209,0.0001,1.2333,0.0929
0.0078,0.284,0.0104,0.0412
0.0226,0.1762,0.344,0.0068
0.5796,0.2072,0.0188,0.0852
0.4628,1.3579,1.2069,0.0063
0.0118,2.4674,0.014,0.2934
1.531,0.7885,0.0208,0.0361
0.0454,0.1039,1.0938,0.0297
0.6631,0.0171,3.18,0.0077
0.0069,0.0661,0.5673,0.0795
0.1628,2.7059,1.1199,0.0009
0.5192,1.1186,0.0201,0.273
0.0338,0.5105,3.0203,0.3071
0.6981,0.0419,0.0183,0.019
0.1778,0.177,0.0413,0.0831
1.4121,1.5826,0.2153,0.0121
0.4791,0.1455,0.5683,0.0006
0.6011,0.0197,0.3161,0.0758
0.2477,0.2285,1.2708,0.3062
0.0089,0.3098,0.0406,0.0033
0.0175,0.3442,0.047,0.0356
1.4426,0.0173,0.0433,0.011
0.0237,0.7305,0.1774,0.0074
0.5296,0.0075,0.4067,0.0033
0.1531,0.7564,0.2105,0.0007
0.2485,0.3313,1.2742,0.2831
1.4484,0.0184,0.3463,0.0018
0.7062,0.1833,0.2394,0.0139
0.9223,0.0196,0.0316,0.0522
1.1283,0.3216,0.298,0.2697
2.084,0.3748,0.5667,0.0796
0.0405,0.0723,0.0059,0.2313
0.0227,0.0012,0.3521,0.0055
1.4178,0.2846,2.1484,0.0742
0.0089,0.3223,0.2328,0.0948
0.0421,0.345,0.097,0.0496
0.1591,0.2775,3.1432,0.1715
0.2028,0.2034,0.6136,0.2877
0.0189,0.0006,0.0165,0.1879
1.06,0.0451,0.0144,0.074
1.9858,0.734,0.2216,0.0224
0.6121,0.012,1.2551,0.0168
2.9275,0.0182,0.0065,0.3044
2.9607,0.7357,0.0153,0.0017
0.9544,0.3785,3.3959,0.0308
0.1609,0.2761,1.9618,0.0082
0.0077,0.7056,2.1068,0.01
1.7035,2.4639,3.3153,0.0257
